wmc,dit,cbo,rfc,ca,ce,npm,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,5,6,11,0,6,1,37,0.913043478,0.7,2,3,6.4,1,0.8,0
2,4,11,9,0,11,2,39,0.8888888890000001,0.6,1,1,18.5,3,1.5,0
5,5,21,30,3,18,4,122,0.9375,0.583333333,2,4,22.6,1,0.6,1
2,4,14,15,0,14,2,67,0.9285714290000001,0.625,1,1,32.0,1,0.5,0
5,3,12,32,0,12,1,332,0.931818182,0.5,2,4,63.8,3,1.0,0
2,4,10,7,0,10,2,17,0.8888888890000001,0.6,1,1,7.5,1,0.5,0
2,1,19,13,10,9,2,81,0.0,0.583333333,0,0,38.0,1,0.5,0
42,1,525,129,489,37,36,1447,0.0,0.18507891,0,0,33.33333333,43,2.2143,5
4,5,2,9,0,2,3,32,0.935483871,1.0,1,1,6.25,1,0.5,0
2,2,10,11,0,10,2,42,0.8,0.666666667,1,1,19.5,1,0.5,0
7,1,21,56,5,16,3,565,0.0,0.46666666700000003,0,0,79.42857143,26,11.1429,0
3,6,3,8,1,2,2,29,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
4,5,12,27,1,11,3,109,0.957446809,0.5555555560000001,2,4,25.5,1,0.5,0
6,5,9,20,0,9,1,86,0.9,0.75,2,3,13.0,5,1.5,0
2,3,14,13,0,14,2,68,0.857142857,0.625,1,1,32.0,1,0.5,0
2,4,6,6,0,6,2,16,0.9722222220000001,0.666666667,2,2,7.0,1,0.5,0
7,4,16,38,5,12,4,231,0.8214285709999999,0.46666666700000003,1,1,31.42857143,2,0.8571,0
2,4,14,14,0,14,2,54,0.9285714290000001,0.625,1,1,25.5,1,0.5,0
6,4,19,23,0,19,2,133,0.826086957,0.6,2,4,20.16666667,1,0.6667,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
5,5,10,15,0,10,2,52,0.869565217,0.5,3,3,8.8,1,0.6,0
5,4,11,16,0,11,2,54,0.8636363640000001,0.5,2,3,9.2,1,0.6,0
6,5,7,14,0,7,1,37,0.9,0.708333333,2,2,5.166666667,1,0.8333,0
5,5,10,14,0,10,2,46,0.875,0.5,2,3,7.6,1,0.6,0
2,3,29,27,0,29,2,91,0.857142857,0.625,1,1,44.0,1,0.5,0
2,4,19,19,0,19,2,132,0.9285714290000001,0.625,1,1,63.0,1,0.5,0
2,5,32,31,0,32,2,129,0.9375,0.6,1,1,63.0,1,0.5,0
2,5,27,20,0,27,2,76,0.9375,0.6,1,1,37.0,1,0.5,0
2,3,20,18,0,20,2,76,0.857142857,0.625,1,1,37.0,1,0.5,0
1,1,128,1,124,4,1,1,0.0,1.0,0,0,0.0,1,1.0,0
6,5,27,30,0,27,2,122,0.857142857,0.6,3,5,18.66666667,1,0.6667,0
62,1,231,215,156,76,60,2515,0.0,0.075819672,0,0,39.29032258,11,2.4516,7
5,5,11,12,0,11,1,31,0.913043478,0.7,2,3,5.2,2,1.0,0
4,2,11,11,6,5,1,25,0.571428571,0.55,1,2,5.25,1,0.75,0
2,4,7,3,0,7,2,7,0.9285714290000001,0.625,1,1,2.5,1,0.5,0
0,1,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0.0,4
1,1,3,1,1,2,1,1,0.0,1.0,0,0,0.0,1,1.0,0
5,4,11,10,2,9,1,21,0.818181818,0.6,1,3,3.2,1,0.8,0
8,5,30,44,12,18,7,337,0.882352941,0.80952381,2,6,40.625,1,0.75,1
2,3,28,24,0,28,2,137,0.857142857,0.625,1,1,66.5,1,0.5,0
2,3,16,18,0,16,2,87,0.857142857,0.625,1,1,41.5,1,0.5,0
2,4,12,17,0,12,2,64,0.9722222220000001,0.666666667,3,3,30.5,3,1.5,0
6,5,17,25,0,17,2,95,0.833333333,0.6,3,4,14.33333333,1,0.6667,0
4,5,34,56,2,32,3,420,0.957446809,0.5555555560000001,2,4,102.0,1,0.5,0
5,5,35,43,2,33,4,287,0.9,0.666666667,2,2,55.2,1,0.6,0
13,5,52,99,7,45,9,801,0.8035714290000001,0.533333333,2,4,60.07692308,1,0.8462,0
4,5,26,54,2,24,2,356,0.957446809,0.5555555560000001,0,0,86.75,1,0.5,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
6,4,11,19,0,11,1,68,0.833333333,0.6,2,5,9.833333332999999,1,0.6667,0
2,3,12,9,0,12,2,38,0.857142857,0.625,1,1,18.0,3,1.5,1
2,4,15,23,0,15,2,183,0.9722222220000001,0.666666667,3,3,88.0,1,0.5,0
9,4,27,40,0,27,4,202,0.7307692309999999,0.425,2,4,20.88888889,3,1.0,0
2,3,7,8,0,7,2,28,0.857142857,0.625,1,1,13.0,1,0.5,0
1,1,7,1,2,5,1,1,0.0,1.0,0,0,0.0,1,1.0,0
6,5,11,19,0,11,1,85,0.9,0.75,2,3,13.0,2,1.1667,0
9,7,20,25,3,17,7,174,0.815789474,0.8125,5,5,17.88888889,3,2.0,0
2,3,13,12,0,13,2,43,0.857142857,0.625,1,1,20.5,1,0.5,0
2,4,12,12,0,12,2,83,0.9722222220000001,0.666666667,2,2,39.0,1,0.5,0
8,1,4,14,2,2,8,69,0.0,0.34375,0,0,7.25,1,0.875,0
2,4,16,16,0,16,2,49,0.8888888890000001,0.6,1,1,23.5,1,0.5,0
3,4,10,18,0,10,2,54,0.9285714290000001,0.625,1,1,16.33333333,1,0.3333,0
2,3,11,21,0,11,2,84,0.857142857,0.625,1,1,41.0,5,2.5,0
2,1,14,8,8,6,2,17,0.0,0.625,0,0,7.5,1,0.5,0
2,4,12,17,0,12,2,92,0.9285714290000001,0.625,1,1,44.5,1,0.5,0
6,6,18,30,1,17,5,132,0.8787878790000001,0.55,3,4,20.5,1,0.6667,0
2,4,9,11,0,9,2,39,0.9722222220000001,0.666666667,2,2,18.0,1,0.5,0
2,3,13,19,0,13,2,73,0.857142857,0.666666667,1,1,35.0,4,2.0,0
6,5,21,22,0,21,2,84,0.833333333,0.6,3,4,12.5,1,0.6667,0
14,1,2,23,2,0,14,164,0.0,0.7142857140000001,0,0,10.28571429,8,1.4286,0
2,5,28,22,0,28,2,170,0.9375,0.625,1,1,81.5,1,0.5,0
2,3,11,19,0,11,2,78,0.857142857,0.625,1,1,38.0,4,2.0,0
5,5,9,15,0,9,1,62,0.913043478,0.7,2,3,11.0,3,1.2,0
3,1,6,8,2,4,2,34,0.0,0.5,0,0,10.33333333,2,1.0,0
2,4,2,6,1,1,1,22,0.958333333,1.0,1,1,9.5,2,1.0,0
2,3,9,12,0,9,2,61,0.857142857,0.625,1,1,28.5,3,1.5,0
2,3,14,13,0,14,2,68,0.857142857,0.625,1,1,33.0,8,4.0,0
6,5,16,21,0,16,3,68,0.833333333,0.36,3,4,9.833333332999999,1,0.6667,0
2,4,10,7,0,10,2,36,0.9285714290000001,0.625,1,2,17.0,1,0.5,0
6,4,10,21,0,10,2,79,0.826086957,0.6,2,4,11.66666667,1,0.6667,0
6,4,30,41,0,30,2,199,0.826086957,0.6,2,3,31.33333333,1,0.6667,1
4,5,21,28,1,20,3,127,0.957446809,0.5555555560000001,2,4,30.0,1,0.5,0
2,3,8,6,0,8,2,18,0.857142857,0.583333333,1,1,8.0,1,0.5,0
6,7,16,17,4,12,4,76,0.8857142859999999,0.7,5,5,11.16666667,3,1.3333,0
2,4,14,16,0,14,2,184,0.9285714290000001,0.625,1,1,88.5,8,4.0,0
5,5,22,25,0,22,2,82,0.869565217,0.5,3,3,14.8,1,0.6,0
2,4,30,27,0,30,2,126,0.9285714290000001,0.625,1,1,60.5,1,0.5,1
2,3,31,24,0,31,2,158,0.857142857,0.625,1,1,76.5,1,0.5,0
2,3,27,24,0,27,2,99,0.857142857,0.625,1,1,48.0,1,0.5,0
2,4,17,17,0,17,2,72,0.8888888890000001,0.6,1,1,34.5,8,4.0,0
6,8,10,14,1,9,4,46,0.8857142859999999,0.7,5,5,6.166666667,1,0.6667,0
2,4,26,25,0,26,2,162,0.9285714290000001,0.625,1,1,77.5,1,0.5,0
3,4,42,5,34,8,3,16,0.8666666670000001,0.666666667,1,1,4.333333333,1,0.6667,0
2,3,17,11,0,17,2,43,0.857142857,0.583333333,1,1,20.5,1,0.5,0
3,1,22,45,0,22,2,172,0.0,0.75,0,0,55.33333333,5,1.6667,1
2,4,16,16,0,16,2,60,0.9285714290000001,0.625,1,1,28.5,1,0.5,0
2,5,1,3,0,1,1,7,0.9736842109999999,1.0,1,1,2.5,1,0.5,0
3,6,3,8,1,2,2,29,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,3,7,9,0,7,2,29,0.857142857,0.625,1,1,13.5,1,0.5,0
4,4,181,10,178,3,2,31,0.9,1.0,1,2,6.25,1,0.5,0
6,5,13,16,0,13,3,51,0.833333333,0.36,3,4,7.0,1,0.6667,0
7,5,28,37,0,28,2,228,0.807692308,0.666666667,2,4,31.0,1,0.7143,0
2,2,11,4,9,2,2,15,0.8888888890000001,0.5,0,0,6.5,2,1.0,0
2,4,6,6,0,6,2,16,0.9722222220000001,0.666666667,2,2,7.0,1,0.5,0
4,3,107,9,101,6,2,26,0.842105263,0.5,1,5,5.5,1,0.75,0
2,4,20,17,0,20,2,58,0.9285714290000001,0.625,1,1,27.5,1,0.5,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
3,5,16,20,2,14,2,75,0.97826087,0.666666667,0,0,23.33333333,1,0.3333,0
2,3,11,13,0,11,2,51,0.857142857,0.625,1,1,24.0,1,0.5,0
6,7,17,18,4,13,4,62,0.8857142859999999,0.7,5,5,8.833333332999999,3,1.0,0
4,6,16,20,1,15,3,75,0.935483871,0.5555555560000001,3,3,17.0,1,0.5,0
2,4,13,15,0,13,2,65,0.8888888890000001,0.6,1,1,31.0,3,1.5,0
6,4,19,26,1,18,2,109,0.826086957,0.6,2,4,16.5,1,0.6667,0
5,5,10,20,1,9,3,92,0.8888888890000001,0.5,2,2,16.6,2,0.8,0
0,1,1,0,1,0,0,21,0.0,0.0,0,0,0.0,0,0.0,0
4,5,2,9,0,2,3,32,0.935483871,1.0,1,1,6.25,1,0.5,0
4,5,2,9,0,2,3,32,0.935483871,1.0,1,1,6.25,1,0.5,0
6,5,13,26,0,13,1,157,0.893617021,0.708333333,2,3,24.5,5,1.6667,0
2,4,43,35,0,43,2,237,0.9285714290000001,0.625,1,1,115.5,1,0.5,0
6,7,13,18,0,13,1,67,0.8918918920000001,0.666666667,4,5,9.666666667000001,1,0.6667,0
2,4,33,39,0,33,2,372,0.9285714290000001,0.625,1,1,182.5,1,0.5,0
2,1,13,11,5,8,2,29,0.0,0.625,0,0,13.5,1,0.5,0
2,4,26,23,0,26,2,153,0.9285714290000001,0.625,1,1,73.0,1,0.5,0
2,3,9,10,0,9,2,30,0.857142857,0.625,1,1,14.0,1,0.5,0
4,5,21,22,1,20,3,96,0.957446809,0.5555555560000001,2,4,22.0,1,0.5,0
5,1,8,10,2,6,2,145,0.0,0.583333333,0,0,26.0,11,3.8,0
2,3,27,20,0,27,2,102,0.857142857,0.625,1,1,49.5,1,0.5,0
5,4,10,14,0,10,2,46,0.8636363640000001,0.5,2,3,7.6,1,0.6,0
2,3,27,26,0,27,2,152,0.857142857,0.625,1,1,74.0,1,0.5,0
10,2,19,40,0,19,1,444,0.7142857140000001,0.305555556,2,4,43.2,54,7.5,1
2,3,20,28,0,20,2,167,0.857142857,0.625,1,1,81.0,1,0.5,0
8,4,35,60,12,23,3,503,0.857142857,0.257142857,1,1,60.25,15,3.25,0
2,3,9,7,0,9,2,23,0.857142857,0.625,1,1,10.5,1,0.5,0
6,1,62,19,47,15,4,114,0.0,0.28,0,0,17.16666667,2,1.0,2
2,4,10,8,0,10,2,25,0.8888888890000001,0.6,1,1,11.5,1,0.5,0
2,4,23,23,0,23,2,123,0.9285714290000001,0.625,1,1,59.0,1,0.5,0
2,1,10,11,1,9,2,32,0.0,0.625,0,0,15.0,1,0.5,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,5,27,22,0,27,2,103,0.9375,0.625,1,1,49.5,1,0.5,0
8,3,18,43,2,16,3,930,0.872340426,0.47619047600000003,3,4,113.125,5,1.625,0
2,3,17,21,0,17,2,86,0.857142857,0.625,1,1,41.5,1,0.5,0
2,3,12,15,0,12,2,99,0.857142857,0.625,1,1,48.0,1,0.5,0
2,3,11,11,0,11,2,36,0.857142857,0.625,1,1,16.5,1,0.5,0
4,5,1,9,0,1,4,45,0.942307692,1.0,1,3,9.75,2,1.25,0
2,3,11,11,0,11,2,64,0.857142857,0.625,1,1,30.0,1,0.5,0
2,3,10,10,0,10,2,29,0.857142857,0.625,1,1,13.5,1,0.5,0
5,5,6,10,0,6,1,28,0.913043478,0.7,2,3,4.6,1,0.8,0
6,8,19,18,6,13,4,77,0.8857142859999999,0.7,5,5,11.33333333,3,1.3333,0
2,4,7,12,0,7,2,50,0.9285714290000001,0.625,1,1,23.5,4,2.0,0
2,4,16,12,0,16,2,39,0.9285714290000001,0.625,1,1,18.5,1,0.5,0
2,4,29,23,0,29,2,130,0.9285714290000001,0.625,1,1,62.5,1,0.5,0
2,3,15,11,0,15,2,47,0.857142857,0.583333333,1,1,22.5,1,0.5,1
3,5,3,8,1,2,2,29,0.97826087,1.0,2,4,7.666666667,1,0.3333,0
2,3,5,7,0,5,2,19,0.857142857,0.625,1,1,8.5,1,0.5,0
6,5,6,10,0,6,1,22,0.893617021,0.708333333,2,2,2.666666667,1,0.8333,0
2,4,23,19,0,23,2,82,0.9285714290000001,0.625,1,1,39.0,1,0.5,0
6,5,42,62,2,40,4,532,0.870967742,0.48,2,2,86.0,1,0.6667,0
2,3,13,15,0,13,2,51,0.857142857,0.625,1,1,24.0,1,0.5,0
2,3,21,15,0,21,2,52,0.857142857,0.625,1,1,25.0,1,0.5,0
2,3,22,26,0,22,2,117,0.857142857,0.625,1,1,57.0,1,0.5,0
8,1,21,35,0,21,8,159,0.0,0.3125,0,0,18.625,4,1.625,5
5,1,10,9,1,9,5,26,0.0,0.72,0,0,4.2,1,0.8,0
2,4,21,20,0,21,2,98,0.9285714290000001,0.625,1,1,47.5,1,0.5,0
2,3,14,18,0,14,2,79,0.857142857,0.625,1,1,37.5,3,1.5,0
4,2,3,7,0,3,4,37,0.727272727,0.75,0,0,8.25,1,0.75,0
9,5,24,35,0,24,4,172,0.740740741,0.425,3,5,17.55555556,3,1.0,0
2,4,38,49,0,38,2,295,0.9722222220000001,0.666666667,2,2,142.5,1,0.5,0
4,1,17,29,2,15,2,121,0.0,0.38888888899999996,0,0,28.5,3,1.0,0
5,3,34,98,0,34,2,806,0.857142857,0.34375,2,2,158.6,23,6.6,2
2,4,37,39,0,37,2,344,0.9285714290000001,0.625,1,1,168.0,1,0.5,1
2,4,28,26,0,28,2,224,0.9285714290000001,0.625,1,1,109.0,1,0.5,0
6,5,15,19,0,15,2,69,0.833333333,0.6,3,4,10.0,1,0.6667,0
2,3,9,7,0,9,2,14,0.857142857,0.625,1,1,6.0,1,0.5,0
2,3,11,11,0,11,2,40,0.857142857,0.625,1,1,19.0,1,0.5,0
2,6,5,6,4,1,1,22,0.966666667,1.0,1,1,9.5,2,1.0,0
2,3,11,16,0,11,2,52,0.857142857,0.625,1,1,24.5,3,1.5,0
3,3,5,11,0,5,1,33,0.818181818,0.5555555560000001,1,1,10.0,3,1.6667,2
2,3,10,8,0,10,2,21,0.857142857,0.625,1,1,9.5,1,0.5,0
2,3,21,23,0,21,2,150,0.857142857,0.625,1,1,72.0,6,3.0,0
2,4,14,13,0,14,2,63,0.9285714290000001,0.625,1,1,29.5,1,0.5,0
2,4,18,12,0,18,2,43,0.9285714290000001,0.625,1,1,20.5,1,0.5,0
5,1,10,5,7,3,5,5,0.0,0.56,0,0,0.0,1,1.0,0
5,4,17,34,0,17,1,451,0.9347826090000001,0.5,2,2,87.4,2,1.0,0
53,1,20,85,4,16,47,2026,0.0,0.16981132100000002,0,0,35.52830189,7,1.3396,0
5,5,18,23,0,18,1,72,0.913043478,0.7,2,3,13.2,1,0.8,0
3,1,3,7,1,2,2,34,0.0,0.75,0,0,10.0,2,0.6667,0
2,3,12,15,0,12,2,67,0.857142857,0.625,1,1,31.5,3,1.5,0
2,3,18,19,0,18,2,64,0.857142857,0.625,1,1,30.5,1,0.5,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
2,4,15,18,0,15,2,97,0.9285714290000001,0.625,1,1,47.0,1,0.5,0
2,3,9,12,0,9,2,49,0.857142857,0.625,1,1,23.0,4,2.0,0
6,5,22,29,0,22,2,134,0.833333333,0.6,3,4,20.5,1,0.6667,0
4,5,24,27,2,22,3,112,0.957446809,0.5555555560000001,2,4,26.0,1,0.5,0
10,1,39,47,18,21,8,352,0.0,0.25,0,0,33.7,13,3.2,0
2,3,11,20,0,11,2,107,0.857142857,0.625,1,1,52.5,7,3.5,0
7,5,21,27,0,21,3,150,0.8,0.4,3,5,19.71428571,3,1.0,0
2,2,10,13,0,10,2,64,0.8,0.666666667,1,1,30.0,3,1.5,0
4,5,10,13,0,10,2,103,0.9347826090000001,0.34375,1,2,23.75,2,1.0,0
4,5,15,21,0,15,2,133,0.9347826090000001,0.35714285700000004,2,2,31.75,1,0.75,0
7,7,21,28,0,21,1,110,0.8684210529999999,0.7222222220000001,4,5,14.28571429,1,0.7143,0
2,3,10,9,0,10,2,29,0.857142857,0.625,1,1,13.5,1,0.5,0
2,4,16,12,0,16,2,44,0.9285714290000001,0.625,1,1,21.0,1,0.5,0
2,3,24,20,0,24,2,88,0.857142857,0.625,1,1,42.0,1,0.5,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,22,17,0,22,2,79,0.857142857,0.625,1,1,37.5,1,0.5,0
11,5,39,46,18,21,10,404,0.833333333,0.65,4,9,35.36363636,1,0.8182,1
5,5,10,15,0,10,2,52,0.869565217,0.5,3,3,8.8,1,0.6,0
2,4,26,26,0,26,2,136,0.9285714290000001,0.625,1,1,67.0,1,0.5,0
2,3,28,25,0,28,2,115,0.857142857,0.625,1,1,55.5,1,0.5,0
5,1,15,15,1,14,5,62,0.0,0.72,0,0,11.4,1,0.8,0
2,3,14,20,0,14,2,109,0.857142857,0.625,1,1,51.5,7,3.5,0
2,3,9,10,0,9,2,41,0.857142857,0.625,1,1,19.0,3,1.5,0
5,5,23,29,2,21,4,150,0.896551724,0.666666667,2,2,28.2,1,0.6,0
7,5,37,60,0,37,2,446,0.8,0.666666667,3,4,61.57142857,1,0.7143,0
2,3,9,10,0,9,2,31,0.857142857,0.625,1,1,14.5,1,0.5,0
6,5,16,21,0,16,2,93,0.857142857,0.6,3,5,13.83333333,1,0.6667,0
6,4,23,34,0,23,2,142,0.826086957,0.6,2,4,22.0,1,0.6667,0
3,4,31,30,0,31,2,141,0.8,0.428571429,2,2,45.33333333,1,0.6667,0
5,1,23,22,1,22,5,109,0.0,0.72,0,0,20.8,1,0.8,0
6,4,12,17,0,12,2,66,0.826086957,0.6,2,4,9.5,1,0.6667,1
4,1,10,10,4,6,2,65,0.0,0.5555555560000001,0,0,12.25,1,0.5,0
6,5,10,19,0,10,1,54,0.893617021,0.708333333,2,3,7.833333333,2,1.0,0
2,4,21,34,0,21,2,193,0.9722222220000001,0.666666667,3,3,95.0,1,0.5,0
3,3,9,11,0,9,2,59,0.947368421,0.666666667,0,0,17.66666667,3,1.0,0
2,4,15,14,0,15,2,74,0.9285714290000001,0.625,1,1,35.0,1,0.5,0
6,5,22,34,3,19,5,412,0.870967742,0.7333333329999999,2,2,67.16666667,1,0.6667,0
2,5,15,13,0,15,2,44,0.9375,0.6,1,1,20.5,1,0.5,0
2,3,12,24,0,12,2,78,0.857142857,0.625,1,1,37.5,4,2.0,0
2,4,12,13,0,12,2,51,0.8888888890000001,0.6,1,1,24.0,4,2.0,1
2,3,6,6,0,6,2,19,0.857142857,0.625,1,1,8.5,1,0.5,0
2,4,14,12,0,14,2,41,0.9285714290000001,0.625,1,1,19.0,1,0.5,0
2,3,16,13,0,16,2,40,0.857142857,0.625,1,1,19.0,1,0.5,0
8,4,31,46,0,31,3,268,0.76,0.428571429,2,4,31.625,3,1.0,0
5,5,9,19,0,9,2,95,0.933333333,0.375,2,2,17.4,1,0.6,0
3,5,19,30,0,19,2,279,0.967213115,0.592592593,0,0,91.0,8,3.0,0
2,4,15,18,0,15,2,73,0.9285714290000001,0.625,1,1,34.5,1,0.5,0
2,2,10,11,0,10,2,36,0.8,0.666666667,1,1,16.5,1,0.5,0
5,5,18,24,2,16,4,133,0.896551724,0.666666667,2,2,24.8,1,0.6,0
9,5,27,41,0,27,4,201,0.740740741,0.425,3,5,20.77777778,3,1.0,0
3,3,21,28,4,17,1,102,0.75,0.666666667,0,0,33.0,9,4.0,0
2,4,12,10,0,12,2,32,0.8888888890000001,0.6,1,1,15.0,4,2.0,0
2,3,6,5,0,6,2,14,0.857142857,0.625,1,1,6.0,1,0.5,0
4,5,6,7,5,1,4,22,0.962962963,0.625,1,1,4.25,1,0.25,0
4,1,68,24,48,20,2,215,0.0,0.5555555560000001,0,0,42.75,1,0.5,0
2,3,19,22,0,19,2,76,0.857142857,0.625,1,1,36.5,1,0.5,0
6,4,16,21,0,16,2,113,0.826086957,0.6,2,4,17.33333333,1,0.6667,0
5,4,1,10,0,1,3,38,0.9215686270000001,0.7,2,5,6.4,2,1.0,0
2,3,23,15,0,23,2,68,0.857142857,0.625,1,1,33.0,1,0.5,0
4,2,19,48,2,17,3,148,0.842105263,0.35714285700000004,1,1,35.5,1,0.75,0
6,5,15,19,0,15,2,69,0.833333333,0.6,3,4,10.0,1,0.6667,0
5,5,28,44,3,26,4,250,0.8888888890000001,0.583333333,3,3,47.8,1,0.6,0
5,5,11,16,0,11,2,53,0.869565217,0.5,3,3,9.0,1,0.6,0
5,5,22,34,0,22,2,250,0.913043478,0.65,3,3,48.6,1,0.8,0
5,6,13,22,0,13,1,89,0.892857143,0.666666667,2,3,16.0,1,0.6,0
2,3,28,25,0,28,2,157,0.857142857,0.625,1,1,75.5,1,0.5,0
2,3,5,8,0,5,2,22,0.857142857,0.625,1,1,10.0,1,0.5,0
2,3,7,8,0,7,2,36,0.857142857,0.625,1,1,17.0,6,3.0,0
5,1,6,11,1,5,4,36,0.0,0.583333333,0,0,6.0,1,0.6,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
2,3,11,7,0,11,2,22,0.857142857,0.625,1,1,10.0,1,0.5,0
2,4,16,14,0,16,2,39,0.9285714290000001,0.625,1,1,18.5,1,0.5,0
6,5,9,10,0,9,1,22,0.807692308,0.444444444,1,3,2.666666667,1,0.8333,0
2,3,16,17,0,16,2,133,0.857142857,0.625,1,1,64.0,10,5.0,0
2,3,12,12,0,12,2,44,0.857142857,0.625,1,1,20.5,1,0.5,0
7,7,12,17,1,11,5,76,0.8611111109999999,0.75,5,5,9.285714286000001,2,0.8571,0
2,3,16,15,0,16,2,66,0.857142857,0.625,1,1,32.0,5,2.5,0
2,3,6,6,0,6,2,19,0.857142857,0.625,1,1,8.5,1,0.5,0
6,5,9,13,2,7,2,43,0.851851852,0.6,3,4,5.833333333,1,0.6667,0
2,4,16,15,0,16,2,55,0.9285714290000001,0.625,1,1,26.0,1,0.5,0
2,4,16,18,0,16,2,107,0.9285714290000001,0.625,1,1,51.5,3,1.5,0
2,4,23,22,0,23,2,129,0.9285714290000001,0.625,1,1,62.0,1,0.5,0
2,4,3,6,2,1,1,22,0.958333333,1.0,1,1,9.5,2,1.0,0
2,3,23,32,0,23,2,124,0.857142857,0.625,1,1,60.0,5,2.5,0
5,1,21,21,1,20,5,105,0.0,0.72,0,0,20.0,1,0.8,0
3,6,44,45,4,40,2,319,0.967741935,0.666666667,0,0,104.66666670000001,3,1.0,0
6,6,23,48,1,22,5,217,0.8787878790000001,0.48,3,4,34.66666667,1,0.6667,0
2,3,10,8,0,10,2,21,0.857142857,0.625,1,1,9.5,1,0.5,0
2,3,11,12,0,11,2,32,0.857142857,0.625,1,1,15.0,1,0.5,0
6,5,18,23,0,18,3,110,0.833333333,0.36,3,4,16.5,3,1.0,0
6,6,18,30,1,17,5,132,0.8787878790000001,0.55,3,4,20.5,1,0.6667,0
2,4,19,19,0,19,2,78,0.9285714290000001,0.625,1,1,38.0,1,0.5,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,5,23,18,0,23,2,118,0.9375,0.625,1,1,56.5,1,0.5,0
2,4,23,21,0,23,2,117,0.9285714290000001,0.625,1,1,56.0,1,0.5,0
2,5,29,22,0,29,2,170,0.9375,0.625,1,1,81.5,1,0.5,0
8,8,16,22,0,16,3,77,0.837837838,0.37142857100000004,5,7,8.25,1,0.75,0
7,5,32,48,0,32,2,323,0.8,0.666666667,3,4,44.57142857,1,0.7143,0
2,3,13,22,0,13,2,73,0.857142857,0.625,1,1,35.0,3,1.5,0
6,5,13,16,0,13,3,51,0.833333333,0.36,3,4,7.0,1,0.6667,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
5,5,6,10,0,6,1,30,0.918367347,0.7,1,2,5.0,2,1.0,0
2,3,10,8,0,10,2,23,0.857142857,0.625,1,1,10.5,2,1.0,2
2,3,12,14,0,12,2,88,0.857142857,0.625,1,1,41.5,1,0.5,0
2,2,10,10,0,10,2,27,0.8,0.666666667,1,1,12.5,1,0.5,0
2,3,20,26,0,20,2,169,0.857142857,0.625,1,1,82.0,1,0.5,0
7,5,23,39,0,23,3,156,0.807692308,0.611111111,2,4,20.85714286,3,1.0,1
6,4,12,19,3,9,5,117,0.851851852,0.8666666670000001,0,0,18.16666667,1,0.6667,1
2,3,10,10,0,10,2,36,0.857142857,0.625,1,1,17.0,2,1.0,0
5,1,8,17,0,8,5,108,0.0,0.433333333,0,0,20.6,2,1.0,1
6,5,17,22,0,17,3,104,0.833333333,0.36,3,4,15.5,3,1.0,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
2,3,6,7,0,6,2,22,0.857142857,0.625,1,1,10.0,2,1.0,0
2,4,28,30,0,28,2,156,0.9285714290000001,0.625,1,1,76.0,1,0.5,0
4,5,20,34,1,19,3,148,0.957446809,0.5555555560000001,2,4,35.25,1,0.5,0
6,4,13,21,1,12,2,138,0.826086957,0.6,2,4,21.33333333,1,0.6667,0
6,5,12,20,0,12,1,65,0.893617021,0.708333333,2,3,9.666666667000001,3,1.1667,0
7,5,20,40,0,20,3,214,0.895833333,0.380952381,2,2,28.71428571,3,1.1429,0
2,3,14,12,0,14,2,34,0.857142857,0.625,1,1,16.0,1,0.5,0
6,6,24,30,2,22,5,143,0.8787878790000001,0.7333333329999999,3,3,22.33333333,1,0.6667,0
3,4,27,35,0,27,2,172,0.9285714290000001,0.625,1,1,55.0,1,0.3333,0
2,4,23,26,0,23,2,156,0.9285714290000001,0.625,1,1,76.0,1,0.5,0
2,4,17,18,0,17,2,138,0.9285714290000001,0.625,1,1,65.5,1,0.5,0
5,4,12,38,1,11,3,187,0.884615385,0.5,2,2,35.6,2,0.8,0
2,4,27,27,0,27,2,312,0.9285714290000001,0.625,1,1,152.5,1,0.5,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
7,5,17,22,0,17,2,87,0.807692308,0.666666667,2,4,11.0,1,0.7143,0
2,3,16,16,0,16,2,58,0.857142857,0.625,1,1,28.0,1,0.5,0
