wmc,dit,cbo,rfc,ca,ce,npm,loc,dam,cam,amc,max_cc,avg_cc,bug
3,2,9,26,0,9,1,247,1.0,0.5555555560000001,80.66666667,4,1.6667,6
2,3,9,11,0,9,1,47,1.0,0.75,22.0,6,3.0,0
2,4,2,6,0,2,1,14,1.0,0.75,5.5,1,0.5,0
2,3,9,15,0,9,1,70,1.0,0.75,33.5,6,3.0,0
2,2,21,24,0,21,2,129,0.5,0.666666667,62.5,9,4.5,0
2,3,2,10,0,2,1,40,1.0,0.75,18.5,5,2.5,0
3,4,11,23,0,11,1,89,0.0,0.5555555560000001,28.33333333,6,3.3333,0
4,3,16,27,0,16,2,110,0.0,0.625,26.25,4,2.0,0
2,2,22,37,0,22,2,129,0.0,0.666666667,63.0,7,3.5,0
2,1,3,10,0,3,2,31,0.0,0.666666667,14.5,3,1.5,0
2,2,10,21,0,10,2,59,0.0,0.666666667,28.5,1,0.5,0
0,1,0,0,0,0,0,3,0.0,0.0,0.0,0,0.0,0
1,1,1,5,0,1,0,17,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,17,0.0,0.0,12.0,0,0.0,0
1,1,1,5,0,1,0,18,0.0,0.0,12.0,0,0.0,0
3,1,7,21,0,7,3,91,0.0,0.666666667,28.66666667,2,1.0,0
1,1,0,5,0,0,0,19,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,31,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,17,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,17,0.0,0.0,12.0,0,0.0,0
2,1,10,26,0,10,2,186,0.0,0.625,89.5,6,3.0,0
1,1,0,5,0,0,0,17,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,26,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,44,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,106,0.0,0.0,12.0,0,0.0,0
9,3,16,38,0,16,8,235,0.571428571,0.27777777800000003,24.33333333,12,2.8889,0
4,5,13,19,2,13,3,261,0.0,0.625,64.25,13,3.75,1
1,1,1,5,0,1,0,16,0.0,0.0,12.0,0,0.0,0
2,1,14,32,0,14,2,272,0.0,0.625,133.5,27,13.5,1
17,1,22,47,4,18,16,687,0.0,0.305882353,38.05882353,2,1.8824,0
1,1,1,5,0,1,0,46,0.0,0.0,12.0,0,0.0,0
1,1,0,2,0,0,1,4,0.0,1.0,3.0,0,0.0,0
1,1,1,5,0,1,0,18,0.0,0.0,12.0,0,0.0,0
2,1,8,21,0,8,2,84,0.0,0.625,40.0,5,2.5,0
1,1,0,5,0,0,0,45,0.0,0.0,12.0,0,0.0,0
1,1,0,5,0,0,0,18,0.0,0.0,12.0,0,0.0,0
4,3,12,16,3,9,3,97,0.6,0.5555555560000001,22.0,4,1.25,0
3,1,18,19,0,18,2,79,0.0,0.5555555560000001,25.33333333,1,0.6667,0
2,3,6,12,0,6,1,60,1.0,0.75,28.5,1,0.5,0
2,2,15,27,0,15,2,99,0.5,0.75,47.5,4,2.0,0
3,1,12,20,0,12,3,65,0.0,0.7777777779999999,20.66666667,1,0.6667,0
2,5,3,8,1,2,1,22,0.0,1.0,10.0,1,0.5,0
8,3,8,19,1,7,8,130,0.5,0.325,14.75,5,1.875,0
2,1,12,16,0,12,2,52,0.0,0.666666667,25.0,3,1.5,0
3,1,14,28,0,14,3,91,0.0,0.7777777779999999,29.33333333,1,0.6667,0
3,2,2,8,0,2,1,33,0.0,1.0,9.666666667000001,2,1.0,0
3,1,33,58,2,31,3,344,0.2,0.7777777779999999,112.0,9,3.6667,0
2,2,23,47,0,23,2,204,0.0,0.75,100.5,7,3.5,1
2,1,21,35,0,21,2,102,0.0,0.666666667,50.0,4,2.0,4
4,1,11,20,3,8,2,70,0.0,0.5,16.25,2,1.0,0
0,1,0,0,0,0,0,16,0.0,0.0,0.0,0,0.0,0
3,4,1,4,0,1,1,10,0.0,1.0,2.333333333,1,0.6667,0
2,2,14,24,0,14,2,82,0.0,0.666666667,39.5,4,2.0,0
4,5,7,18,0,7,1,85,0.5,0.5555555560000001,19.75,10,2.75,0
2,4,2,7,0,2,1,19,1.0,0.75,8.0,1,0.5,0
13,6,32,71,0,32,3,600,0.333333333,0.4375,44.92307692,18,3.0769,0
4,1,23,33,0,23,3,130,1.0,0.7777777779999999,31.0,2,0.75,0
4,1,11,22,0,11,2,83,0.0,0.5,19.5,2,1.0,0
2,3,5,11,0,5,2,38,0.0,0.75,17.5,3,1.5,0
2,3,3,13,0,3,1,33,1.0,0.75,15.0,1,0.5,0
3,2,11,26,0,11,2,106,0.0,0.666666667,33.33333333,3,1.3333,0
0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
2,3,2,9,0,2,1,40,1.0,0.75,18.5,4,2.0,0
3,3,7,20,0,7,1,107,1.0,0.5555555560000001,33.0,8,3.0,1
3,1,17,23,4,13,2,162,0.0,0.41666666700000005,52.66666667,9,4.6667,0
4,3,7,15,1,7,3,63,1.0,0.583333333,14.0,2,1.0,5
2,2,14,25,0,14,2,73,0.0,0.666666667,35.5,1,0.5,0
2,2,7,19,0,7,2,74,0.0,0.666666667,36.0,7,3.5,0
3,1,9,12,0,9,2,40,0.0,0.5555555560000001,12.33333333,2,1.0,0
4,1,21,39,0,21,3,147,1.0,0.583333333,35.5,5,1.75,0
2,4,2,6,0,2,1,16,1.0,0.75,6.5,1,0.5,0
2,4,2,9,0,2,1,26,1.0,0.75,11.5,1,0.5,0
2,6,11,34,0,11,1,141,0.0,0.75,69.5,8,4.0,0
10,4,23,76,1,22,1,1104,0.9411764709999999,0.236111111,107.7,9,2.5,0
2,1,6,14,0,6,2,42,0.0,0.666666667,19.5,1,0.5,0
8,3,16,34,0,16,8,203,0.4,0.325,23.75,12,2.75,0
2,2,10,19,0,10,2,45,0.0,0.666666667,21.5,1,0.5,0
8,4,6,19,0,6,8,131,0.5,0.325,14.875,5,1.875,0
2,2,11,21,0,11,2,65,0.0,0.666666667,31.5,2,1.0,0
2,3,3,10,0,3,1,32,1.0,0.75,14.5,3,1.5,0
2,4,1,3,0,1,1,7,0.0,1.0,2.5,1,0.5,0
2,4,2,6,0,2,1,14,1.0,0.75,5.5,1,0.5,0
0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
6,7,15,102,1,15,3,380,0.75,0.3,61.66666667,12,3.5,2
2,2,2,3,0,2,1,7,0.0,1.0,2.5,1,0.5,0
6,3,17,29,2,15,3,124,0.0,0.444444444,19.5,3,1.8333,0
3,3,4,9,0,4,1,29,0.0,0.666666667,8.666666667000001,1,0.6667,0
5,5,18,18,4,14,2,54,0.0,0.583333333,9.2,1,0.6,0
3,1,4,9,1,3,2,31,0.0,0.333333333,9.0,2,1.0,0
11,1,19,32,9,10,8,229,0.333333333,0.3,19.54545455,4,1.5455,0
3,4,8,7,1,7,1,19,0.0,0.666666667,5.333333333,1,0.6667,0
2,4,9,3,8,1,1,7,0.0,1.0,2.5,1,0.5,0
2,1,5,7,0,5,0,26,1.0,1.0,10.0,0,0.0,0
2,2,24,14,2,22,2,50,0.0,0.666666667,24.0,1,0.5,0
2,1,29,31,0,29,0,146,1.0,1.0,58.0,0,0.0,0
2,3,15,18,1,14,2,75,0.0,0.6,36.5,3,1.5,0
2,3,13,10,1,12,2,37,0.0,0.6,17.5,2,1.0,0
6,4,13,34,1,12,3,150,0.333333333,0.6,23.5,2,0.8333,0
2,4,25,26,2,23,2,287,0.0,0.625,142.5,1,0.5,0
7,5,15,17,5,10,2,58,0.0,0.666666667,6.857142857,2,0.8571,0
4,1,2,5,2,0,4,28,1.0,0.5,5.25,1,0.75,0
5,5,14,18,2,12,1,72,0.0,0.666666667,12.8,1,0.6,0
7,4,22,33,1,21,5,169,0.0,0.611111111,22.57142857,2,0.8571,0
0,1,5,0,5,0,0,438,0.0,0.0,0.0,0,0.0,6
2,1,24,26,0,24,0,126,1.0,1.0,50.0,0,0.0,0
5,5,21,21,1,20,1,90,0.0,0.666666667,16.4,1,0.6,0
8,4,38,39,12,26,4,210,0.0,0.571428571,24.75,2,0.875,0
2,4,8,22,0,8,1,294,0.0,0.666666667,141.0,15,7.5,0
2,3,22,30,1,21,2,183,0.0,0.6,88.0,7,3.5,0
3,4,38,38,3,35,2,303,0.0,0.611111111,100.0,1,0.6667,1
2,2,9,10,0,9,2,28,0.0,0.666666667,13.0,1,0.5,0
7,4,21,34,2,19,5,204,0.0,0.611111111,27.57142857,2,0.8571,1
5,5,21,18,4,17,1,67,0.0,0.666666667,11.8,1,0.6,0
5,5,14,18,2,12,1,72,0.0,0.666666667,12.8,1,0.6,0
6,5,20,26,1,19,1,109,0.0,0.7333333329999999,16.66666667,1,0.6667,0
7,4,18,32,1,17,5,147,0.0,0.5,19.42857143,2,0.8571,0
2,1,79,81,0,79,0,401,1.0,1.0,160.0,0,0.0,0
4,5,11,13,2,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
4,5,10,20,1,9,1,74,0.0,0.5555555560000001,16.75,1,0.5,0
15,2,9,42,3,6,14,341,0.0,0.380952381,21.6,2,0.8667,0
4,4,15,23,2,13,2,106,0.0,0.45,25.25,4,1.5,0
2,3,35,44,1,34,2,184,0.0,0.666666667,91.0,1,0.5,0
2,1,15,24,0,15,2,89,0.0,0.75,43.0,2,1.0,0
2,4,25,18,2,23,2,71,0.0,0.625,34.5,1,0.5,0
3,4,11,30,0,11,1,366,0.083333333,0.666666667,117.0,19,6.3333,0
2,3,8,7,5,3,1,30,0.0,0.75,14.0,2,1.0,0
8,5,11,15,1,10,2,51,0.0,0.342857143,5.0,1,0.75,0
2,3,25,25,1,24,2,91,0.0,0.6,44.5,6,3.0,0
2,4,8,11,1,7,1,37,0.0,0.666666667,17.0,3,1.5,0
4,5,16,13,7,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
2,3,14,23,1,13,2,101,0.0,0.625,49.5,6,3.0,0
6,5,18,23,1,17,3,95,0.0,0.36,14.33333333,2,0.8333,0
3,1,9,3,8,1,3,3,0.0,0.666666667,0.0,1,1.0,0
2,1,10,12,0,10,0,51,1.0,1.0,20.0,0,0.0,0
5,5,23,35,1,22,1,134,0.0,0.666666667,25.2,1,0.6,0
7,5,33,40,4,29,3,172,0.0,0.4,23.14285714,3,1.0,0
2,3,19,12,4,15,2,101,0.0,0.6,49.5,1,0.5,0
5,5,13,15,1,12,1,58,0.0,0.666666667,10.0,1,0.6,0
5,3,8,20,0,8,3,160,0.0,0.342857143,30.8,1,0.8,0
5,3,30,93,0,30,2,1725,0.272727273,0.44,341.8,74,26.2,0
2,3,12,24,0,12,2,154,0.0,0.625,75.5,6,3.0,0
3,4,7,11,1,6,1,38,0.0,0.5555555560000001,11.33333333,3,1.3333,0
2,3,10,8,1,9,2,23,0.0,0.666666667,10.5,1,0.5,0
4,3,21,29,0,21,2,135,0.0,0.41666666700000005,32.75,5,2.75,0
2,1,2,5,1,1,1,16,0.0,0.5,7.0,2,1.0,0
2,1,19,21,0,19,0,96,1.0,1.0,38.0,0,0.0,0
2,3,19,18,1,18,2,77,0.0,0.6,37.5,3,1.5,0
5,2,15,50,0,15,3,457,0.166666667,0.5,89.2,8,3.2,2
2,1,31,33,0,31,0,161,1.0,1.0,64.0,0,0.0,0
2,1,9,11,0,9,0,46,1.0,1.0,18.0,0,0.0,0
6,2,3,19,0,3,1,61,0.5,1.0,8.833333332999999,1,0.6667,0
6,4,19,26,2,17,4,138,0.0,0.533333333,21.16666667,2,0.8333,0
2,1,4,6,0,4,0,21,1.0,1.0,8.0,0,0.0,0
6,5,18,23,1,17,2,81,0.0,0.333333333,12.0,3,1.0,0
6,3,19,44,0,19,1,499,0.2,0.9,81.33333333,1,0.6667,1
2,1,3,5,0,3,0,16,1.0,1.0,6.0,0,0.0,0
2,2,23,27,1,22,2,125,0.0,0.666666667,61.5,1,0.5,0
2,3,16,12,1,15,2,60,0.0,0.6,29.0,2,1.0,0
2,2,14,12,2,12,2,44,0.0,0.666666667,21.0,1,0.5,0
3,3,11,11,2,9,3,57,0.0,0.5555555560000001,18.0,2,1.0,0
5,1,12,14,6,6,3,58,0.333333333,0.3125,10.0,1,0.6,0
2,3,14,16,2,12,2,113,0.333333333,0.666666667,54.0,9,4.5,2
4,3,36,48,1,35,2,279,0.0,0.35714285700000004,68.25,3,1.25,0
7,4,12,22,0,12,5,124,0.0,0.45833333299999995,16.0,2,0.8571,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
2,3,23,12,2,21,2,42,0.0,0.6,20.0,2,1.0,0
4,5,11,13,2,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
5,3,15,25,0,15,1,195,0.0,0.9,37.2,2,1.0,2
7,5,15,17,5,10,2,58,0.0,0.666666667,6.857142857,2,0.8571,0
4,1,6,12,3,3,2,41,0.0,0.333333333,8.75,1,0.5,0
25,2,27,88,1,26,4,819,0.5,0.222222222,31.52,11,1.56,0
2,2,20,25,1,19,2,133,0.0,0.666666667,65.5,1,0.5,0
2,3,21,15,1,20,2,72,0.0,0.6,35.0,4,2.0,0
4,4,9,8,1,8,1,22,0.0,0.75,4.5,1,0.75,0
3,1,8,15,5,3,1,59,0.5,0.5,18.0,3,1.0,0
2,3,14,12,1,13,2,39,0.0,0.625,18.5,2,1.0,0
1,1,0,2,0,0,0,8,0.0,1.0,3.0,0,0.0,4
4,1,3,7,1,2,4,17,0.0,0.583333333,3.25,1,0.75,0
2,2,16,28,1,15,2,122,0.0,0.666666667,59.5,1,0.5,0
1,4,66,2,64,2,1,4,0.0,1.0,3.0,0,0.0,0
2,4,10,6,2,8,2,22,0.0,0.666666667,10.0,1,0.5,0
2,1,19,21,0,19,0,96,1.0,1.0,38.0,0,0.0,0
4,1,3,7,1,2,4,17,0.0,0.583333333,3.25,1,0.75,0
2,3,16,15,2,14,2,54,0.0,0.6,26.0,5,2.5,0
2,1,22,24,0,22,0,111,1.0,1.0,44.0,0,0.0,0
2,1,5,10,0,5,0,46,0.0,0.5,21.5,2,1.0,0
7,5,26,25,8,18,2,139,0.0,0.7222222220000001,18.42857143,1,0.7143,0
2,3,15,17,1,14,2,71,0.0,0.6,34.5,11,5.5,0
5,5,14,16,2,12,2,48,0.0,0.4,8.0,1,0.6,0
2,3,32,38,1,31,2,163,0.0,0.666666667,80.5,1,0.5,0
13,2,8,39,3,5,12,245,0.0,0.38888888899999996,17.69230769,2,0.8462,0
6,4,13,18,2,11,4,105,0.0,0.533333333,15.83333333,2,0.8333,0
6,5,11,13,4,7,3,49,0.0,0.46666666700000003,6.666666667,1,0.6667,0
6,6,12,17,1,11,1,64,0.0,0.533333333,9.166666667000001,1,0.6667,0
6,5,11,13,4,7,3,57,0.0,0.46666666700000003,8.0,1,0.6667,0
9,1,2,9,2,0,8,1045,0.0,0.5625,109.55555559999999,1,0.8889,0
2,1,10,12,0,10,0,51,1.0,1.0,20.0,0,0.0,0
2,4,9,24,0,9,1,352,0.0,0.666666667,169.5,18,9.0,0
2,3,21,20,1,20,2,166,0.0,0.6,82.0,7,3.5,0
4,4,18,19,2,16,2,127,1.0,0.444444444,29.75,6,1.75,0
2,1,19,21,0,19,0,96,1.0,1.0,38.0,0,0.0,0
7,3,30,37,4,26,2,205,0.0,0.367346939,27.85714286,2,1.0,0
2,3,13,18,1,12,2,77,0.0,0.625,37.0,5,2.5,0
2,3,15,15,2,13,2,53,0.0,0.6,25.5,5,2.5,0
5,4,15,37,0,15,4,175,0.2,0.75,33.0,4,1.4,0
6,5,19,20,1,18,2,69,0.0,0.44,10.0,1,0.6667,0
2,1,10,12,0,10,0,51,1.0,1.0,20.0,0,0.0,0
5,5,15,19,1,14,2,62,0.0,0.4,10.8,1,0.6,0
4,3,19,29,1,18,2,140,1.0,0.5,33.5,1,0.5,0
3,4,8,22,0,8,1,129,0.5,0.75,41.33333333,7,2.3333,0
8,3,25,28,9,16,6,141,0.25,0.39285714299999996,16.125,2,1.0,1
8,1,20,29,3,17,5,156,0.5,0.5,18.25,2,0.875,0
6,5,31,66,2,29,3,384,0.0,0.514285714,62.0,10,4.1667,0
5,5,15,22,1,14,2,71,0.0,0.4,12.6,3,1.0,0
5,5,13,15,1,12,1,58,0.0,0.666666667,10.0,1,0.6,0
5,4,15,41,0,15,4,219,0.14285714300000002,0.75,41.4,4,1.8,0
2,3,11,10,0,11,2,28,0.0,0.6,13.0,2,1.0,0
2,3,12,12,1,11,2,64,0.0,0.6,31.0,5,2.5,0
2,1,6,8,0,6,0,31,1.0,1.0,12.0,0,0.0,0
4,1,2,6,1,1,2,30,1.0,0.333333333,6.0,2,1.0,1
6,5,17,23,2,15,3,91,0.0,0.36,13.66666667,3,1.0,0
4,3,15,27,0,15,2,209,0.333333333,0.46666666700000003,50.5,5,1.5,0
8,4,14,33,2,12,6,205,0.0,0.666666667,24.125,2,0.875,0
3,4,5,4,1,4,1,10,0.0,0.5555555560000001,2.333333333,1,0.6667,0
2,3,8,6,1,7,2,20,0.0,0.625,9.0,1,0.5,0
8,5,14,22,1,13,1,69,0.0,0.342857143,7.25,2,0.875,0
2,1,8,10,0,8,0,41,1.0,1.0,16.0,0,0.0,0
2,3,12,10,2,10,2,29,0.0,0.625,13.5,1,0.5,0
2,4,17,15,1,16,2,66,0.0,0.666666667,32.0,1,0.5,0
9,1,16,9,11,5,9,9,0.0,0.333333333,0.0,1,1.0,0
2,1,7,9,0,7,0,36,1.0,1.0,14.0,0,0.0,0
0,1,0,0,0,0,0,4,0.0,0.0,0.0,0,0.0,0
2,3,11,8,2,9,2,29,0.0,0.666666667,13.5,2,1.0,0
2,2,8,9,1,7,2,34,0.0,0.666666667,16.0,1,0.5,0
0,1,40,0,39,1,0,1,0.0,0.0,0.0,0,0.0,0
2,3,23,28,1,22,2,88,0.0,0.666666667,43.0,1,0.5,0
3,1,10,7,8,2,2,51,0.0,0.75,15.66666667,5,1.6667,0
2,1,2,4,0,2,0,11,1.0,1.0,4.0,0,0.0,0
7,1,63,36,44,19,6,188,0.0,0.267857143,25.71428571,3,1.4286,0
2,3,25,16,1,24,2,97,0.0,0.6,47.5,1,0.5,0
2,4,10,3,9,1,1,7,0.0,1.0,2.5,1,0.5,0
14,2,15,53,1,14,9,510,0.8666666670000001,0.213017751,34.35714286,9,2.0714,0
8,2,18,41,0,18,4,207,1.0,0.45833333299999995,24.625,1,0.875,0
2,1,3,5,0,3,0,16,1.0,1.0,6.0,0,0.0,0
2,3,26,14,9,17,2,109,0.0,0.6,53.5,2,1.0,0
2,2,9,8,1,8,2,23,0.0,0.666666667,10.5,1,0.5,0
15,1,42,67,9,33,13,416,0.5,0.193877551,26.6,4,1.8667,6
2,4,14,12,1,13,2,46,0.0,0.666666667,22.0,1,0.5,0
2,1,4,6,0,4,0,21,1.0,1.0,8.0,0,0.0,0
5,5,23,35,1,22,1,144,0.0,0.666666667,27.2,1,0.6,0
2,2,28,23,4,24,2,93,0.0,0.666666667,45.0,1,0.5,5
2,3,15,19,1,14,2,91,0.0,0.625,44.5,4,2.0,1
1,6,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
8,4,15,26,1,14,6,159,0.0,0.571428571,18.375,2,0.875,0
3,3,9,11,3,6,1,42,1.0,0.5,12.66666667,1,0.6667,0
6,5,20,22,1,19,2,76,0.0,0.44,11.16666667,1,0.6667,0
5,2,26,60,0,26,2,438,0.111111111,0.45,84.8,7,3.0,1
2,3,19,14,1,18,2,67,0.0,0.6,32.5,3,1.5,0
6,5,21,22,2,19,2,76,0.0,0.44,11.16666667,1,0.6667,1
30,5,103,149,57,46,28,1276,0.4,0.454022989,41.36666667,2,1.0,2
2,3,13,9,2,11,2,39,0.0,0.625,18.5,4,2.0,0
3,3,21,27,1,20,2,275,1.0,0.6,89.66666667,36,12.0,0
8,5,23,24,5,18,3,102,0.0,0.6190476189999999,11.375,2,0.875,0
8,5,24,41,1,23,2,191,0.0,0.35714285700000004,22.5,3,1.25,0
5,4,13,14,1,12,1,46,0.0,0.36,8.2,1,0.8,0
2,3,11,8,0,11,2,27,0.0,0.625,12.5,2,1.0,0
2,2,27,25,1,26,2,88,0.0,0.666666667,43.0,1,0.5,0
2,3,15,13,0,15,2,47,0.0,0.666666667,22.5,1,0.5,0
6,5,27,31,1,26,2,115,0.0,0.44,17.66666667,1,0.6667,0
2,3,12,9,1,11,2,28,0.0,0.6,13.0,2,1.0,0
5,4,10,10,1,9,1,33,0.0,0.5,5.6,1,0.8,0
9,1,36,38,29,7,6,276,1.0,0.333333333,29.44444444,9,2.5556,0
2,3,14,20,1,13,2,66,0.0,0.625,32.0,7,3.5,3
7,1,44,83,4,41,0,828,0.034482759,0.38888888899999996,113.1428571,16,4.2857,2
7,4,14,21,3,11,5,138,0.0,0.611111111,18.14285714,2,0.8571,0
10,4,35,65,5,30,8,361,0.0,0.740740741,34.7,2,0.9,0
3,2,23,27,1,22,2,100,1.0,0.666666667,31.66666667,1,0.3333,0
7,4,15,25,1,14,5,137,0.0,0.5,18.0,2,0.8571,0
2,3,7,5,1,6,2,15,0.0,0.6,6.5,1,0.5,0
3,5,13,36,0,13,1,408,0.1,0.666666667,131.6666667,1,0.3333,0
5,3,9,17,0,9,3,87,0.0,0.625,15.6,2,0.8,0
6,1,15,28,9,6,4,131,0.75,0.4,20.16666667,4,1.5,0
3,4,5,20,0,5,1,91,0.5,0.75,28.66666667,5,1.6667,0
11,2,6,26,1,5,11,88,1.0,0.545454545,6.909090909,3,1.0909,0
37,3,100,198,43,58,21,2596,0.6,0.243589744,68.89189189,7,1.6216,2
7,5,20,25,1,19,3,92,0.0,0.4,11.71428571,1,0.7143,0
5,3,29,28,5,24,2,149,0.0,0.46666666700000003,28.8,3,1.2,0
2,3,13,5,7,6,2,15,0.0,0.625,6.5,1,0.5,0
3,1,1,4,1,0,1,50,0.14285714300000002,0.75,13.33333333,1,0.3333,0
2,1,4,6,0,4,0,26,1.0,1.0,10.0,0,0.0,0
10,3,21,48,0,21,9,544,0.0,0.314285714,51.9,20,3.1,0
2,3,15,9,1,14,2,46,0.0,0.6,22.0,1,0.5,0
2,4,29,32,1,28,2,138,0.0,0.625,68.0,1,0.5,1
2,3,11,9,1,10,2,28,0.0,0.6,13.0,2,1.0,0
2,4,10,3,9,1,1,7,0.0,1.0,2.5,1,0.5,0
5,5,24,29,1,23,1,110,0.0,0.666666667,20.4,1,0.6,0
5,5,16,19,2,14,2,62,0.0,0.4,10.8,1,0.6,0
2,1,11,13,0,11,0,56,1.0,1.0,22.0,0,0.0,0
4,4,50,96,2,48,2,887,1.0,0.6,220.5,1,0.5,3
2,1,23,25,0,23,0,116,1.0,1.0,46.0,0,0.0,0
2,1,23,25,0,23,0,116,1.0,1.0,46.0,0,0.0,0
3,2,31,33,2,29,2,195,1.0,0.666666667,63.33333333,1,0.3333,0
1,5,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
19,5,40,35,16,24,19,302,1.0,0.21052631600000002,14.73684211,13,3.1053,0
4,5,11,25,0,11,2,136,0.25,0.46666666700000003,32.0,2,0.75,0
2,2,15,9,9,6,2,30,0.0,0.666666667,14.0,1,0.5,0
2,3,27,14,9,18,2,108,0.0,0.6,53.0,1,0.5,0
4,3,74,13,60,14,3,49,0.0,0.55,9.75,3,1.25,0
4,1,2,6,1,1,2,30,1.0,0.333333333,6.0,2,1.0,1
11,1,51,113,10,41,8,1060,0.333333333,0.18333333300000001,95.09090909,36,6.6364,0
2,3,17,15,2,15,2,65,0.0,0.625,31.5,3,1.5,0
2,3,8,10,1,7,2,41,0.0,0.666666667,19.5,2,1.0,0
2,1,7,9,0,7,0,36,1.0,1.0,14.0,0,0.0,0
7,1,3,11,1,2,7,128,0.4,0.4,16.57142857,11,2.5714,0
3,4,8,32,1,7,3,113,0.0,0.583333333,36.66666667,1,0.6667,0
9,2,9,35,3,6,8,145,0.0,0.41666666700000005,14.88888889,2,0.7778,0
6,5,16,19,1,15,3,74,0.0,0.533333333,10.83333333,1,0.6667,0
3,3,17,18,1,16,2,106,1.0,0.6,33.33333333,12,4.0,0
5,1,2,11,1,1,5,35,1.0,0.533333333,5.8,1,0.8,0
2,4,20,11,7,13,2,82,0.0,0.625,40.0,1,0.5,1
5,4,10,10,1,9,1,33,0.0,0.5,5.6,1,0.8,0
1,1,3,1,2,1,1,1,0.0,1.0,0.0,1,1.0,0
2,3,18,16,1,17,2,66,0.0,0.6,32.0,6,3.0,0
2,3,9,12,1,8,2,42,0.0,0.625,20.0,3,1.5,1
3,6,10,13,0,10,3,50,0.0,0.7777777779999999,15.33333333,3,1.6667,0
5,5,23,29,1,22,1,102,0.0,0.666666667,18.8,1,0.6,0
9,6,7,18,0,7,1,49,0.0,0.625,4.444444444,1,0.7778,0
7,5,22,29,9,13,2,105,0.0,0.611111111,13.57142857,1,0.7143,0
2,1,2,4,0,2,0,11,1.0,1.0,4.0,0,0.0,0
2,1,9,11,0,9,0,46,1.0,1.0,18.0,0,0.0,0
6,5,34,40,5,29,2,168,0.0,0.44,26.5,1,0.6667,0
2,4,17,18,1,16,2,88,0.0,0.666666667,43.0,1,0.5,0
5,4,10,10,1,9,1,33,0.0,0.5,5.6,1,0.8,0
6,5,13,17,4,10,5,61,0.333333333,0.46666666700000003,8.666666667000001,1,0.6667,0
2,1,16,18,0,16,0,91,1.0,1.0,36.0,0,0.0,0
2,1,15,10,11,4,1,29,0.0,0.5,13.5,2,1.0,0
2,3,8,6,2,6,2,15,0.0,0.666666667,6.5,1,0.5,0
7,5,15,29,2,13,1,97,0.0,0.5555555560000001,12.57142857,1,0.7143,0
4,4,20,33,1,19,2,142,0.0,0.5555555560000001,33.75,1,0.5,1
2,1,53,55,0,53,0,271,1.0,1.0,108.0,0,0.0,0
6,6,24,36,1,23,1,224,0.0,0.6,35.66666667,1,0.6667,0
3,3,21,24,1,20,2,105,0.0,0.444444444,34.0,6,3.0,0
3,3,20,22,1,19,2,87,0.0,0.444444444,28.0,6,3.0,0
6,5,17,41,2,15,4,280,0.0,0.45,45.16666667,2,0.8333,0
8,5,25,26,1,24,3,115,0.0,0.666666667,13.0,1,0.75,0
7,4,14,25,1,13,5,139,0.0,0.611111111,18.28571429,2,0.8571,0
3,2,14,21,2,12,0,79,0.0,0.46666666700000003,25.0,2,1.0,0
2,3,15,26,0,15,2,171,0.0,0.625,83.5,6,3.0,0
2,1,5,2,3,2,2,2,0.0,0.625,0.0,1,1.0,0
32,2,18,74,3,15,32,1269,0.8888888890000001,0.14488636400000002,38.375,11,1.2188,1
9,2,43,138,1,42,2,1209,0.111111111,0.260416667,132.3333333,5,1.3333,8
2,2,9,10,0,9,2,28,0.0,0.666666667,13.0,1,0.5,0
2,4,9,3,8,1,1,7,0.0,1.0,2.5,1,0.5,0
7,5,22,23,1,21,2,89,0.0,0.46666666700000003,11.28571429,1,0.7143,0
6,5,20,23,3,17,2,110,0.25,0.6,16.66666667,1,0.6667,0
3,3,16,11,3,13,2,34,0.0,0.46666666700000003,10.33333333,1,0.6667,0
2,3,22,12,1,21,2,42,0.0,0.6,20.0,2,1.0,0
4,3,18,27,0,18,2,131,0.0,0.41666666700000005,31.75,5,2.75,0
4,5,10,13,1,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
12,3,31,72,1,30,5,524,0.0,0.21666666699999998,42.0,6,2.0833,0
2,2,20,15,0,20,2,52,0.0,0.666666667,25.0,1,0.5,0
7,5,15,17,5,10,2,58,0.0,0.666666667,6.857142857,2,0.8571,0
2,3,8,8,1,7,2,22,0.0,0.625,10.0,1,0.5,0
7,5,21,39,1,20,1,186,0.0,0.5,25.14285714,3,1.2857,0
