wmc,dit,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,mfa,cam,amc,max_cc,avg_cc,bug
1,1,0,5,0,0,0,0,2.0,23,0.0,0.0,12.0,0,0.0,1
1,1,1,5,0,0,1,0,2.0,25,0.0,0.0,12.0,0,0.0,1
2,2,8,14,1,0,8,2,1.0,50,0.916666667,0.625,23.5,3,1.5,0
2,2,8,14,1,0,8,2,1.0,50,0.916666667,0.625,23.5,3,1.5,0
45,1,2,128,990,0,2,44,2.0,494,0.0,0.20952381,9.977777778,4,1.1333,0
1,1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,20,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
2,2,3,6,1,0,3,1,2.0,15,0.75,0.666666667,6.5,1,0.5,0
4,1,0,15,0,0,0,3,0.583333333,90,0.0,0.666666667,20.5,2,0.75,0
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
2,3,16,11,1,0,16,2,1.0,41,0.857142857,0.625,19.0,1,0.5,0
3,5,3,8,3,1,2,2,1.166666667,29,0.98,1.0,7.666666667,1,0.3333,0
4,4,29,64,4,2,27,3,1.0,211,0.939393939,0.5555555560000001,51.0,1,0.5,1
1,1,0,5,0,0,0,0,2.0,17,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,33,0.0,0.0,12.0,0,0.0,1
1,1,0,1,0,0,0,0,2.0,152,0.0,0.0,112.0,0,0.0,0
2,1,7,17,1,0,7,2,1.0,71,0.0,0.625,34.0,3,1.5,0
1,1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,23,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,25,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,77,0.0,0.0,12.0,0,0.0,1
1,1,2,5,0,1,1,0,2.0,18,0.0,0.0,12.0,0,0.0,1
4,1,3,13,6,0,3,3,2.0,112,0.0,0.5,27.0,5,3.5,0
1,1,1,5,0,0,1,0,2.0,39,0.0,0.0,12.0,0,0.0,1
5,6,9,14,8,0,9,1,1.0,46,0.875,0.5,7.6,1,0.6,0
1,1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
2,4,13,27,1,0,13,1,1.0,121,0.978723404,0.75,58.0,14,7.0,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
6,3,14,37,15,1,14,2,0.8,171,0.791666667,0.380952381,27.16666667,5,2.1667,0
2,2,14,19,1,0,14,2,2.0,82,0.5,0.666666667,40.0,3,1.5,0
3,1,21,34,3,0,21,3,2.0,128,0.0,0.7777777779999999,41.66666667,1,0.6667,0
2,7,6,9,1,0,6,1,2.0,37,0.981818182,0.666666667,17.5,4,2.0,0
2,4,5,13,1,0,5,1,1.0,49,0.978723404,0.75,22.5,4,2.0,0
3,1,13,21,1,0,13,2,0.833333333,78,0.0,0.666666667,24.0,2,0.6667,0
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
2,1,3,6,1,0,3,1,2.0,16,0.0,0.5,7.0,1,0.5,0
2,3,9,14,1,0,9,2,2.0,89,0.95,0.666666667,43.5,6,3.0,0
3,6,6,12,1,2,4,1,0.833333333,232,0.981818182,0.5,75.33333333,19,6.3333,0
6,5,16,33,11,0,16,2,0.6,135,0.9561403509999999,0.375,21.33333333,2,1.3333,0
0,1,0,0,0,0,0,0,2.0,18,0.0,0.0,0.0,0,0.0,0
8,3,8,39,28,0,8,3,1.102040816,262,0.854166667,0.41666666700000005,30.875,2,1.0,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
3,4,23,29,3,8,15,1,1.0,125,0.958333333,0.666666667,39.66666667,12,4.3333,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
5,6,17,35,8,7,10,1,0.875,211,0.944444444,0.4,40.8,16,4.2,0
2,4,9,10,1,0,9,2,2.0,30,0.978723404,0.75,14.0,2,1.0,0
3,1,17,30,3,0,17,3,2.0,102,0.0,0.7777777779999999,33.0,1,0.6667,0
3,1,6,12,1,0,6,3,0.5,48,0.0,0.7777777779999999,14.66666667,2,1.3333,0
3,2,10,9,3,0,10,1,2.0,18,0.666666667,0.666666667,5.0,1,0.6667,0
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
3,2,6,7,3,0,6,1,2.0,22,0.666666667,0.5555555560000001,6.333333333,1,0.6667,0
2,5,3,4,1,1,2,1,2.0,8,0.980392157,0.75,3.0,1,0.5,0
2,4,10,17,1,0,10,1,1.0,51,0.9,1.0,24.0,2,1.0,0
3,3,5,19,3,0,5,1,1.166666667,70,0.9285714290000001,0.75,21.33333333,5,1.6667,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,1,3,10,1,0,3,2,2.0,36,0.0,0.666666667,17.0,4,2.0,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,1,10,15,1,0,10,2,2.0,85,0.0,0.666666667,41.0,9,4.5,0
4,1,19,19,4,1,18,3,1.111111111,140,0.0,0.5,31.0,11,3.25,0
2,2,1,5,1,0,1,2,2.0,16,0.5,0.75,7.0,1,0.5,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
2,4,10,22,1,0,10,1,1.25,102,0.978723404,0.75,48.0,9,4.5,2
2,1,11,21,1,0,11,2,2.0,62,0.0,0.666666667,30.0,1,0.5,0
0,1,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
3,3,8,13,3,0,8,3,2.0,47,0.904761905,0.7777777779999999,14.66666667,2,1.0,0
2,5,8,9,1,0,8,2,2.0,26,0.992307692,0.666666667,12.0,1,0.5,0
0,1,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
3,1,6,12,1,1,5,1,1.0,50,0.0,0.5,14.33333333,2,0.6667,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
5,1,19,30,10,2,17,2,2.0,126,0.0,0.666666667,24.2,3,1.2,0
2,7,5,13,1,0,5,1,2.0,33,0.981818182,0.666666667,15.5,1,0.5,0
2,4,11,17,1,0,11,1,1.0,71,0.978723404,0.75,33.5,6,3.0,0
2,1,22,39,1,0,22,2,1.0,161,0.0,0.666666667,79.0,10,5.0,1
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
4,4,12,33,4,1,11,1,0.833333333,194,0.96,0.5555555560000001,47.0,19,5.0,0
3,3,5,19,3,0,5,1,1.166666667,72,0.9285714290000001,0.75,22.0,5,1.6667,0
0,1,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
2,4,15,30,1,0,15,1,1.333333333,95,0.978723404,0.75,45.0,7,3.5,0
0,1,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
3,3,5,19,3,0,5,1,1.166666667,70,0.9285714290000001,0.75,21.33333333,5,1.6667,0
6,1,11,25,13,0,11,6,0.9,88,0.0,0.4,13.33333333,3,1.1667,0
2,7,10,14,1,0,10,1,2.0,39,0.981818182,0.666666667,18.5,3,1.5,0
2,5,1,4,1,0,1,1,2.0,61,0.9795918370000001,0.75,29.5,10,5.0,0
2,3,9,14,1,0,9,2,2.0,89,0.95,0.666666667,43.5,6,3.0,0
4,7,13,28,4,0,13,3,0.833333333,120,0.947368421,0.4,28.5,6,2.75,0
2,4,9,21,1,0,9,1,1.25,100,0.978723404,0.75,47.0,9,4.5,0
50,1,15,91,1029,14,1,47,0.966472303,711,0.0,0.197278912,12.94,6,2.12,0
3,4,11,33,3,0,11,2,2.0,166,0.96,0.5555555560000001,54.33333333,12,5.0,0
6,6,25,51,13,0,25,3,0.8666666670000001,218,0.968503937,0.46666666700000003,34.83333333,5,1.8333,0
2,4,16,27,1,0,16,1,1.0,112,0.978723404,0.75,53.5,10,5.0,0
3,1,17,30,3,0,17,3,2.0,102,0.0,0.7777777779999999,33.0,1,0.6667,0
3,2,10,9,3,0,10,1,2.0,18,0.666666667,0.666666667,5.0,1,0.6667,0
2,1,7,9,1,0,7,2,2.0,20,0.0,0.666666667,9.0,1,0.5,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
18,4,14,63,149,1,13,2,0.9215686270000001,363,0.75,0.18235294100000002,19.0,4,1.1111,0
0,1,0,0,0,0,0,0,2.0,5,0.0,0.0,0.0,0,0.0,0
2,2,3,4,1,0,3,1,2.0,9,0.75,1.0,3.5,1,0.5,0
2,1,3,11,1,0,3,2,2.0,93,0.0,0.666666667,45.5,15,7.5,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
4,3,22,43,6,0,22,2,0.8888888890000001,187,0.8636363640000001,0.625,45.0,6,2.5,0
6,6,25,52,13,0,25,3,0.8666666670000001,233,0.9669421490000001,0.46666666700000003,37.33333333,7,2.1667,0
3,4,17,28,3,2,15,1,1.375,121,0.958333333,0.5555555560000001,35.33333333,9,3.3333,0
2,1,3,6,1,1,2,1,2.0,26,0.0,0.5,12.0,3,1.5,0
3,4,10,33,3,0,10,2,1.125,195,0.958333333,0.444444444,62.66666667,18,9.0,0
0,1,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
2,7,5,13,1,0,5,1,2.0,33,0.981818182,0.666666667,15.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
3,3,14,27,1,0,14,1,1.0,173,0.9285714290000001,0.75,55.66666667,12,4.0,0
2,2,16,21,1,0,16,2,2.0,111,0.5,0.75,54.5,5,2.5,0
2,1,8,11,1,0,8,2,2.0,28,0.0,0.666666667,13.0,1,0.5,0
3,2,6,7,3,0,6,1,2.0,22,0.666666667,0.5555555560000001,6.333333333,1,0.6667,0
0,1,0,0,0,0,0,0,2.0,21,0.0,0.0,0.0,0,0.0,1
4,5,5,23,4,0,5,3,0.833333333,98,0.961538462,0.5555555560000001,23.0,8,2.25,0
0,1,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
2,1,30,47,1,0,30,2,1.0,213,0.0,0.666666667,105.0,11,5.5,1
2,2,8,11,1,0,8,2,2.0,25,0.666666667,0.666666667,11.5,1,0.5,0
3,4,12,22,3,2,10,1,1.0,101,0.958333333,0.666666667,31.66666667,9,3.3333,0
3,2,3,7,3,0,3,1,2.0,23,0.666666667,0.666666667,6.666666667,1,0.6667,0
12,4,11,30,64,1,10,3,0.9090909090000001,140,0.8533333329999999,0.3125,10.58333333,5,1.3333,0
9,6,21,38,34,2,19,7,0.958333333,254,0.8852459020000001,0.333333333,26.88888889,6,3.2222,0
2,7,10,14,1,0,10,1,2.0,39,0.981818182,0.666666667,18.5,3,1.5,0
3,1,17,30,3,0,17,3,2.0,105,0.0,0.7777777779999999,34.0,1,0.6667,1
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
3,1,20,33,3,0,20,3,2.0,131,0.0,0.7777777779999999,42.66666667,1,0.6667,0
3,3,5,19,3,0,5,1,1.166666667,70,0.9285714290000001,0.75,21.33333333,5,1.6667,0
3,3,5,19,3,0,5,1,1.166666667,72,0.9285714290000001,0.75,22.0,5,1.6667,0
0,1,0,0,0,0,0,0,2.0,12,0.0,0.0,0.0,0,0.0,1
2,1,8,9,1,0,8,2,2.0,22,0.0,0.666666667,10.0,1,0.5,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
3,4,12,26,3,0,12,2,1.25,99,0.958333333,0.666666667,31.33333333,9,3.3333,0
1,1,1,5,0,0,1,0,2.0,17,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,17,0.0,0.0,12.0,0,0.0,1
4,1,13,54,4,0,13,3,1.142857143,256,0.0,0.666666667,61.25,10,3.25,0
3,1,15,22,3,0,15,3,1.375,103,0.0,0.666666667,32.0,3,1.3333,0
1,1,1,5,0,0,1,0,2.0,16,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
1,1,2,5,0,1,1,0,2.0,28,0.0,0.0,12.0,0,0.0,1
1,1,1,5,0,0,1,0,2.0,49,0.0,0.0,12.0,0,0.0,1
1,1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
5,1,18,27,10,2,16,3,1.166666667,165,0.0,0.55,30.2,5,1.4,0
1,1,0,2,0,0,0,1,2.0,4,0.0,1.0,3.0,0,0.0,0
4,1,19,22,6,3,16,3,2.0,190,0.0,0.666666667,46.5,1,0.75,1
2,1,9,14,1,0,9,2,2.0,37,0.0,0.666666667,17.5,1,0.5,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,2,5,5,1,0,5,1,2.0,13,0.8,0.75,5.5,1,0.5,0
18,2,34,51,153,7,27,2,2.0,224,0.10526315800000001,0.513888889,11.44444444,3,1.1111,0
2,1,2,5,1,0,2,1,2.0,13,0.0,0.5,5.5,1,0.5,0
2,3,12,24,1,0,12,2,2.0,58,0.95,0.666666667,28.0,1,0.5,0
1,1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
2,2,5,13,1,0,5,1,2.0,31,0.75,0.625,14.5,1,0.5,0
5,1,18,28,10,1,17,3,2.0,127,0.0,0.56,24.4,1,0.8,1
2,1,3,10,1,0,3,2,2.0,66,0.0,0.666666667,32.0,10,5.0,0
3,1,16,28,3,0,16,3,2.0,121,0.0,0.7777777779999999,39.33333333,2,1.0,0
12,4,12,29,66,1,11,2,1.0,129,0.849315068,0.26666666699999997,9.666666667000001,5,1.4167,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
7,1,4,31,13,0,4,4,0.666666667,143,0.0,0.166666667,19.0,5,1.4286,0
3,1,19,38,3,0,19,3,2.0,121,0.0,0.7777777779999999,39.33333333,3,1.3333,0
2,7,5,13,1,0,5,1,2.0,33,0.981818182,0.666666667,15.5,1,0.5,0
3,1,18,22,1,0,18,2,1.214285714,132,0.0,0.666666667,40.66666667,9,3.0,0
5,1,26,40,10,3,23,2,0.75,180,0.0,0.36666666700000006,34.8,8,2.4,0
2,1,3,10,1,0,3,2,2.0,31,0.0,0.666666667,14.5,3,1.5,0
5,6,12,52,4,1,11,4,0.916666667,495,0.947368421,0.375,97.4,26,8.2,0
2,4,1,3,1,0,1,1,2.0,7,0.875,1.0,2.5,1,0.5,0
2,2,3,4,1,0,3,1,2.0,9,0.75,1.0,3.5,1,0.5,0
3,1,16,27,3,0,16,3,2.0,120,0.0,0.7777777779999999,39.0,2,1.0,1
2,5,1,4,1,0,1,1,2.0,31,0.9795918370000001,0.75,14.5,5,2.5,0
2,2,3,4,1,0,3,1,2.0,9,0.75,1.0,3.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
2,1,11,17,1,0,11,2,2.0,55,0.0,0.666666667,26.0,2,1.0,0
2,1,13,23,1,0,13,2,2.0,85,0.0,0.666666667,40.5,3,1.5,0
3,1,9,9,3,0,9,3,2.0,45,0.0,0.583333333,14.0,3,1.6667,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,1,13,23,1,0,13,2,2.0,85,0.0,0.666666667,40.5,3,1.5,0
4,2,24,30,6,0,24,2,1.166666667,144,0.7,0.45833333299999995,34.5,6,2.25,0
2,1,16,29,1,0,16,2,1.5,112,0.0,0.666666667,54.0,9,4.5,0
2,1,5,13,1,0,5,2,2.0,103,0.0,0.666666667,50.5,13,6.5,0
5,4,10,21,10,2,8,1,1.25,73,0.95,1.0,13.4,1,0.8,0
3,1,15,21,1,1,14,2,0.5,203,0.0,0.5555555560000001,66.33333333,12,6.0,0
2,4,8,9,1,0,8,2,2.0,25,0.978723404,0.75,11.5,2,1.0,0
0,1,0,0,0,0,0,0,2.0,8,0.0,0.0,0.0,0,0.0,0
3,3,5,19,3,0,5,1,1.166666667,62,0.9285714290000001,0.75,18.66666667,3,1.0,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
2,1,13,20,1,2,11,1,1.0,139,0.0,0.5,68.0,10,5.0,0
4,5,11,15,6,0,11,2,1.333333333,73,0.9719626170000001,0.625,16.5,3,1.75,0
2,2,8,11,1,0,8,2,2.0,25,0.666666667,0.666666667,11.5,1,0.5,0
0,1,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
2,5,1,3,1,0,1,1,2.0,7,0.9795918370000001,1.0,2.5,1,0.5,0
2,1,10,18,1,0,10,2,2.0,41,0.0,0.666666667,19.5,1,0.5,0
6,3,6,14,9,0,6,6,0.7,73,0.8863636359999999,0.333333333,10.83333333,3,1.5,0
2,3,14,22,1,0,14,2,1.0,91,0.95,0.666666667,44.0,6,3.0,0
2,1,7,7,1,0,7,2,2.0,22,0.0,0.666666667,9.5,1,0.5,0
3,1,8,17,3,0,8,3,2.0,90,0.0,0.7777777779999999,29.0,1,0.6667,0
5,3,10,16,8,2,8,3,0.833333333,70,0.8888888890000001,0.5,12.4,2,1.0,0
2,3,17,25,1,0,17,2,2.0,74,0.857142857,0.625,36.0,1,0.5,0
5,5,18,18,10,0,18,1,2.0,57,0.8888888890000001,0.7,10.4,3,1.2,0
5,6,8,14,8,0,8,1,1.0,45,0.88,0.5,7.4,1,0.6,0
5,3,10,58,8,1,9,3,0.833333333,192,0.8888888890000001,0.5,36.8,2,1.0,0
7,5,10,13,21,2,8,3,1.0555555559999998,47,0.88372093,0.444444444,5.285714286,1,0.7143,0
2,4,25,21,1,0,25,2,2.0,118,0.933333333,0.6,58.0,1,0.5,1
12,3,15,48,44,0,15,8,0.915151515,1164,0.642857143,0.409090909,94.75,7,2.0833,0
4,1,3,21,0,1,2,3,0.666666667,110,0.0,0.666666667,25.75,3,1.0,0
5,6,29,78,4,1,28,4,0.916666667,841,0.949152542,0.666666667,166.6,1,0.6,0
3,5,18,24,3,1,17,2,1.5,75,0.944444444,0.5555555560000001,23.66666667,1,0.6667,0
4,5,10,14,6,0,10,1,2.0,56,0.914285714,0.625,13.0,3,1.25,0
18,1,47,158,29,8,41,8,0.9332003990000001,2419,0.0,0.14379085,130.11111110000002,8,2.2778,0
2,3,9,7,1,0,9,2,2.0,24,0.857142857,0.625,11.0,1,0.5,0
2,3,13,8,1,0,13,2,2.0,38,0.857142857,0.625,18.0,1,0.5,0
2,3,26,28,1,0,26,2,2.0,136,0.857142857,0.625,67.0,1,0.5,0
3,4,10,4,3,9,1,0,2.0,20,0.977777778,0.5,5.666666667,1,0.3333,0
5,6,15,18,4,0,15,1,0.916666667,71,0.88,0.666666667,12.6,1,0.6,0
3,5,14,27,3,0,14,1,1.0,396,0.957446809,0.666666667,128.6666667,1,0.6667,1
2,3,14,16,1,0,14,2,2.0,43,0.857142857,0.625,20.5,1,0.5,0
4,6,13,33,4,0,13,3,1.0,163,0.962962963,0.5555555560000001,39.0,1,0.5,0
5,5,17,21,10,0,17,1,1.0,72,0.8888888890000001,0.7,13.2,4,1.4,1
4,6,4,9,6,2,2,2,1.111111111,32,0.962962963,1.0,6.25,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
2,4,25,24,1,0,25,2,2.0,102,0.933333333,0.6,50.0,1,0.5,0
3,6,16,22,3,0,16,1,1.0,200,0.966101695,0.666666667,64.33333333,1,0.6667,0
6,6,30,34,13,3,27,1,1.0,152,0.84,0.7333333329999999,23.83333333,1,0.6667,1
8,1,4,14,10,2,2,8,0.7142857140000001,69,0.0,0.34375,7.25,1,0.875,0
5,5,4,8,10,0,4,1,2.0,19,0.8888888890000001,0.7,2.8,1,0.8,0
2,3,13,10,1,0,13,2,2.0,28,0.857142857,0.625,13.0,1,0.5,0
7,4,24,36,21,0,24,2,2.0,209,0.7,0.321428571,28.85714286,1,0.8571,0
5,3,11,28,4,0,11,3,0.625,304,0.857142857,0.5,59.4,9,4.2,0
5,5,23,36,8,0,23,3,1.0,179,0.942307692,0.5,34.2,1,0.6,0
2,3,21,19,1,0,21,2,1.0,81,0.857142857,0.625,39.0,1,0.5,0
2,3,15,13,1,0,15,2,2.0,59,0.857142857,0.625,28.5,1,0.5,0
2,3,16,18,1,0,16,2,2.0,68,0.857142857,0.625,33.0,1,0.5,0
2,3,23,20,1,0,23,2,2.0,87,0.857142857,0.625,42.5,1,0.5,0
4,5,14,37,4,2,12,2,0.833333333,233,0.9607843140000001,0.5555555560000001,56.75,1,0.5,0
2,3,21,17,1,0,21,2,1.0,71,0.857142857,0.625,34.0,1,0.5,0
4,6,14,27,4,0,14,3,0.916666667,112,0.969230769,0.666666667,26.0,3,1.25,0
3,1,32,54,1,2,30,1,0.75,384,0.0,0.5,126.33333329999999,1,0.3333,0
5,4,21,52,8,0,21,3,1.0,281,0.9117647059999999,0.5,54.6,1,0.6,0
3,1,21,24,1,3,18,1,0.75,140,0.0,0.5,45.0,1,0.3333,0
6,6,17,22,3,0,17,1,0.8666666670000001,83,0.84,0.7333333329999999,12.33333333,1,0.6667,1
2,3,15,15,1,0,15,2,2.0,56,0.857142857,0.625,27.0,1,0.5,0
2,3,22,37,1,0,22,2,1.0,191,0.857142857,0.625,94.0,1,0.5,0
3,6,16,45,1,0,16,2,0.75,190,0.985074627,0.666666667,61.66666667,14,4.6667,3
4,4,24,57,4,0,24,3,1.0,240,0.931034483,0.5555555560000001,58.25,1,0.5,0
5,6,8,14,8,0,8,1,1.0,45,0.88,0.5,7.4,1,0.6,0
4,2,15,21,0,3,12,3,0.666666667,155,0.942857143,0.444444444,37.25,5,2.0,0
2,4,18,12,1,0,18,2,2.0,53,0.933333333,0.6,25.5,1,0.5,1
2,3,10,10,1,0,10,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
2,3,11,14,1,0,11,2,2.0,48,0.857142857,0.625,23.0,1,0.5,0
2,3,14,12,1,0,14,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
2,3,16,23,1,0,16,2,1.0,122,0.857142857,0.625,59.5,1,0.5,0
5,6,26,58,10,0,26,4,1.0,232,0.9402985070000001,0.36666666700000006,44.4,8,3.2,0
3,3,13,7,3,3,10,3,2.0,27,0.818181818,0.666666667,8.0,1,0.6667,0
3,7,15,40,1,0,15,2,0.666666667,152,0.985507246,0.666666667,48.66666667,9,3.0,0
5,1,22,28,6,1,21,3,0.5,161,0.0,0.5625,30.8,1,0.6,0
2,3,16,19,1,0,16,2,2.0,71,0.857142857,0.625,34.5,1,0.5,0
51,1,6,52,1125,2,4,51,0.96,329,0.0,0.165577342,4.960784314,1,0.9804,0
4,2,21,44,4,0,21,3,0.7777777779999999,323,0.942857143,0.7333333329999999,79.0,18,5.0,0
2,3,9,9,1,0,9,2,2.0,35,0.857142857,0.625,16.5,4,2.0,0
3,3,6,24,1,0,6,2,0.75,124,0.9722222220000001,0.6,39.66666667,7,2.3333,0
6,5,20,24,15,0,20,2,2.0,89,0.864864865,0.708333333,13.83333333,1,0.8333,0
4,2,48,89,0,0,48,2,0.8611111109999999,860,0.904761905,0.666666667,211.0,22,5.75,0
2,3,18,27,1,0,18,2,1.0,135,0.857142857,0.625,66.0,1,0.5,0
2,4,22,15,1,0,22,2,2.0,55,0.933333333,0.6,26.5,1,0.5,0
2,3,17,35,1,0,17,2,2.0,151,0.857142857,0.625,74.5,1,0.5,0
3,4,6,7,3,2,4,1,2.0,16,0.8888888890000001,1.0,4.333333333,1,0.6667,0
0,1,2,0,0,1,1,0,2.0,0,0.0,0.0,0.0,0,0.0,0
2,1,5,6,1,1,4,2,2.0,27,0.0,0.75,12.5,1,0.5,0
5,6,9,14,8,0,9,1,1.0,46,0.875,0.5,7.6,1,0.6,0
5,4,12,18,10,0,12,1,1.0,65,0.8787878790000001,0.37142857100000004,11.8,2,1.0,0
1,6,1,2,0,0,1,1,2.0,8,1.0,1.0,7.0,0,0.0,0
6,5,16,23,15,0,16,1,1.0,148,0.864864865,0.472222222,23.5,3,1.3333,0
2,2,16,15,1,0,16,2,2.0,51,0.8,0.666666667,24.5,1,0.5,0
3,2,17,23,1,0,17,2,0.5,85,0.8,0.666666667,27.0,1,0.3333,0
2,4,4,4,1,0,4,1,2.0,17,0.967741935,0.666666667,7.5,1,0.5,0
5,7,8,14,8,0,8,1,1.0,46,0.9347826090000001,0.5,7.6,1,0.6,0
3,4,6,7,3,0,6,1,1.5,30,0.9375,0.7777777779999999,8.333333332999999,1,0.6667,0
2,6,8,18,1,0,8,1,1.0,235,0.984375,0.625,112.5,11,5.5,0
8,4,50,130,28,0,50,2,2.0,1859,0.666666667,0.38541666700000005,231.375,1,0.875,1
2,3,30,43,1,0,30,2,2.0,212,0.857142857,0.625,105.0,1,0.5,0
2,3,20,13,1,0,20,2,1.0,49,0.857142857,0.625,23.0,1,0.5,0
3,4,3,8,3,1,2,2,1.166666667,29,0.962962963,1.0,7.666666667,1,0.3333,0
11,3,41,49,45,10,31,4,0.922222222,344,0.666666667,0.284090909,29.45454545,4,2.0,1
2,3,15,18,1,0,15,2,2.0,68,0.857142857,0.625,33.0,1,0.5,0
4,6,12,26,6,0,12,4,1.0,93,0.956521739,0.5,22.0,6,2.0,0
2,3,9,17,1,0,9,2,1.0,72,0.857142857,0.625,34.5,6,3.0,0
5,5,23,48,4,1,22,4,0.916666667,274,0.942307692,0.666666667,53.2,1,0.6,0
4,4,21,18,6,8,13,2,1.0,81,0.9,0.5555555560000001,18.75,1,0.5,0
4,1,21,27,4,3,18,1,0.833333333,140,0.0,0.533333333,33.5,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
5,6,8,14,8,0,8,1,1.0,45,0.875,0.5,7.4,1,0.6,0
2,4,10,10,1,0,10,2,2.0,33,0.933333333,0.6,15.5,1,0.5,0
2,3,14,20,1,0,14,2,1.0,90,0.857142857,0.625,43.5,1,0.5,1
4,6,14,18,4,0,14,1,1.0,64,0.913043478,0.5555555560000001,14.25,1,0.5,0
3,1,8,22,0,0,8,2,0.5,87,0.0,0.666666667,27.33333333,7,2.3333,1
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
7,4,17,79,15,1,16,4,0.944444444,448,0.84375,0.452380952,62.57142857,3,1.2857,0
23,1,35,138,203,4,31,7,0.8712121209999999,1639,0.0,0.239130435,70.0,6,1.7826,2
