wmc,dit,cbo,rfc,ca,ce,npm,lcom3,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,4,10,14,0,10,1,2.0,36,0.9,1.0,1,1,17.0,1,0.5,0
3,1,9,18,0,9,3,2.0,55,0.0,0.7777777779999999,0,0,17.33333333,1,0.6667,0
2,1,7,12,0,7,2,2.0,49,0.0,0.666666667,0,0,23.5,2,1.0,0
2,1,10,19,0,10,2,2.0,45,0.0,0.666666667,0,0,21.5,1,0.5,0
3,2,21,30,0,21,2,2.0,115,0.7142857140000001,0.5,1,1,37.33333333,4,2.6667,0
2,1,3,10,0,3,2,2.0,31,0.0,0.666666667,0,0,14.5,3,1.5,0
2,1,2,5,0,2,1,2.0,13,0.0,0.5,0,0,5.5,1,0.5,0
0,1,0,0,0,0,0,2.0,2,0.0,0.0,0,0,0.0,0,0.0,0
11,2,38,81,1,38,1,2.0,517,0.565217391,0.25974026,2,11,46.0,15,3.3636,0
2,1,6,12,0,6,2,2.0,52,0.0,0.666666667,0,0,25.0,3,1.5,0
3,5,7,18,0,7,3,1.5,59,0.961538462,1.0,3,7,18.33333333,5,2.0,0
6,1,24,40,2,24,1,0.8,167,0.0,0.3,0,0,26.66666667,3,1.3333,0
2,2,1,3,0,1,1,2.0,7,0.75,1.0,1,1,2.5,1,0.5,0
3,1,12,20,0,12,2,0.5,81,0.0,0.666666667,0,0,25.66666667,3,1.0,0
2,1,9,13,0,9,2,2.0,46,0.0,0.666666667,0,0,22.0,2,1.0,0
1,2,1,2,0,1,1,2.0,5,1.0,1.0,0,0,4.0,0,0.0,0
3,1,16,32,0,16,3,2.0,136,0.0,0.7777777779999999,0,0,44.33333333,2,1.0,0
2,1,3,10,0,3,2,2.0,41,0.0,0.666666667,0,0,19.5,5,2.5,0
0,1,0,0,0,0,0,2.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,5,4,4,1,3,1,2.0,9,0.99,1.0,1,1,3.5,1,0.5,0
1,2,4,2,0,4,1,2.0,46,1.0,1.0,1,1,45.0,0,0.0,0
4,4,11,29,1,10,3,1.0,124,0.967213115,0.5555555560000001,3,6,29.5,1,0.5,0
5,5,21,27,0,21,1,0.875,124,0.875,0.666666667,2,3,23.4,1,0.6,1
5,6,13,16,0,13,1,0.875,57,0.875,0.666666667,2,3,10.0,1,0.6,0
4,4,10,11,0,10,1,1.333333333,36,0.9032258059999999,0.4375,2,2,7.75,1,0.75,0
2,3,12,13,0,12,2,2.0,48,0.857142857,0.625,1,1,23.0,3,1.5,0
14,1,7,25,5,2,14,0.8589743590000001,98,0.0,0.314285714,0,0,5.571428571,1,0.9286,0
5,1,14,44,2,13,2,0.75,346,0.0,0.35714285700000004,0,0,67.8,12,3.8,1
0,1,2,0,2,0,0,2.0,4,0.0,0.0,0,0,0.0,0,0.0,0
4,4,11,15,1,10,3,1.0,60,0.955555556,0.5555555560000001,3,4,13.5,1,0.5,0
5,6,13,14,0,13,1,0.875,47,0.875,0.666666667,2,3,8.0,1,0.6,0
4,7,9,10,0,9,1,1.0,28,0.92,0.5555555560000001,2,2,5.5,1,0.5,0
2,1,11,7,2,9,1,2.0,30,0.0,0.5,0,0,14.0,2,1.0,0
2,4,6,13,0,6,2,2.0,43,0.875,0.666666667,0,0,20.5,3,1.5,0
2,7,6,4,3,3,1,2.0,9,0.956521739,0.666666667,1,1,3.5,1,0.5,0
4,4,19,23,0,19,1,1.222222222,135,0.9090909090000001,0.833333333,1,1,31.25,16,4.75,1
4,4,7,16,0,7,4,0.333333333,77,0.7857142859999999,0.75,1,1,18.0,4,2.0,3
6,6,20,29,0,20,1,0.8,211,0.846153846,0.7333333329999999,2,3,33.83333333,1,0.6667,2
2,3,9,16,0,9,2,2.0,58,0.875,0.6,1,1,28.0,4,2.0,0
5,7,16,15,0,16,1,0.875,51,0.88,0.666666667,2,3,8.8,1,0.6,0
2,3,8,16,0,8,2,2.0,62,0.875,0.625,1,1,30.0,3,1.5,0
4,4,11,16,1,10,3,1.0,63,0.977272727,0.5555555560000001,2,6,14.25,1,0.5,0
2,3,18,15,0,18,2,2.0,103,0.875,0.625,1,1,50.5,2,1.0,0
6,5,16,15,0,16,2,0.9,58,0.84,0.44,2,4,8.333333332999999,1,0.6667,0
4,6,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
3,2,40,77,0,40,2,0.5,382,0.933333333,0.75,0,0,126.0,14,4.6667,0
4,5,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
4,6,18,33,2,16,3,1.0,157,0.966101695,0.5555555560000001,5,11,37.75,1,0.5,0
2,3,14,19,0,14,2,2.0,80,0.875,0.625,1,1,39.0,5,2.5,0
5,5,15,21,4,11,4,0.875,130,0.947368421,0.666666667,4,9,24.6,1,0.6,0
3,3,19,15,0,19,2,1.0,63,0.875,0.625,1,1,19.66666667,5,1.6667,0
2,3,13,14,2,11,2,2.0,156,0.875,0.666666667,0,0,75.5,5,2.5,0
12,4,37,74,5,32,11,0.636363636,640,0.7560975609999999,0.848484848,3,3,52.16666667,1,0.8333,9
4,5,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
2,4,24,24,0,24,2,2.0,132,0.9375,0.625,2,2,65.0,3,1.5,0
2,1,5,8,2,3,2,2.0,54,0.0,0.75,0,0,26.0,7,3.5,0
2,1,3,6,1,2,2,2.0,35,0.0,0.75,0,0,16.5,2,1.0,0
2,4,23,34,0,23,2,2.0,454,0.9375,0.625,3,3,226.0,1,0.5,0
4,4,11,16,1,10,3,1.0,82,0.967213115,0.5555555560000001,3,7,19.0,1,0.5,0
4,2,74,13,64,10,3,1.0,39,0.666666667,0.666666667,1,1,8.5,1,0.5,0
4,4,10,15,1,9,3,1.0,70,0.977272727,0.5555555560000001,2,8,16.0,1,0.5,0
5,6,14,17,0,14,2,1.0,47,0.875,0.4,2,3,8.0,1,0.6,0
0,1,0,0,0,0,0,2.0,8,0.0,0.0,0,0,0.0,0,0.0,0
2,4,7,10,0,7,2,2.0,34,0.875,0.666666667,1,1,16.0,3,1.5,0
4,1,25,47,0,25,2,2.0,339,0.0,0.833333333,0,0,83.75,12,6.5,0
4,2,17,27,2,15,2,1.111111111,151,0.5,0.5,1,1,36.0,4,1.25,0
4,6,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
4,4,23,35,1,22,3,1.0,157,0.962962963,0.5555555560000001,3,7,37.75,1,0.5,0
2,1,2,5,0,2,2,2.0,17,0.0,0.75,0,0,7.5,1,0.5,0
4,5,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
2,3,11,13,0,11,2,2.0,50,0.875,0.6,1,1,24.0,4,2.0,0
2,1,6,9,2,4,2,2.0,58,0.0,0.75,0,0,28.0,6,3.0,0
4,6,9,10,0,9,1,1.0,28,0.916666667,0.5555555560000001,2,2,5.5,1,0.5,0
0,1,150,0,150,0,0,2.0,566,0.0,0.0,0,0,0.0,0,0.0,1
5,6,15,16,0,15,1,0.875,55,0.875,0.666666667,2,3,9.6,1,0.6,0
2,3,23,23,0,23,2,2.0,111,0.875,0.625,1,1,54.5,3,1.5,0
5,7,13,15,0,13,1,1.0,37,0.88,0.666666667,2,3,6.0,1,0.6,0
2,3,8,8,0,8,2,2.0,30,0.857142857,0.666666667,1,1,14.0,2,1.0,0
5,4,11,15,0,11,1,2.0,45,0.875,0.55,2,3,8.0,3,1.2,0
6,6,13,18,0,13,1,0.8,87,0.84,0.7333333329999999,2,3,13.16666667,1,0.6667,0
3,3,13,9,0,13,2,0.5,38,0.875,0.666666667,1,1,11.33333333,1,0.3333,0
5,7,18,18,0,18,1,0.875,63,0.884615385,0.666666667,2,3,11.2,1,0.6,0
4,4,11,16,1,10,3,1.0,75,0.977272727,0.5555555560000001,2,8,17.25,1,0.5,0
3,1,10,17,0,10,2,0.5,67,0.0,1.0,0,0,21.0,3,1.0,0
11,4,61,149,0,61,2,1.1,1525,0.6,0.29292929300000004,2,2,137.5454545,7,2.3636,2
2,4,32,32,0,32,2,2.0,216,0.9375,0.625,2,2,107.0,1,0.5,0
2,3,8,8,0,8,2,2.0,30,0.857142857,0.666666667,1,1,14.0,2,1.0,0
7,3,21,42,0,21,6,0.833333333,121,0.8275862070000001,0.5,0,0,16.0,2,0.8571,0
4,4,11,16,1,10,3,1.0,75,0.977272727,0.5555555560000001,2,8,17.25,1,0.5,0
2,3,10,13,0,10,2,2.0,58,0.875,0.625,1,1,28.0,4,2.0,0
5,7,18,17,0,18,1,0.875,69,0.88,0.666666667,2,3,12.4,1,0.6,0
40,1,24,40,23,1,40,2.0,40,0.0,0.25,0,0,0.0,1,1.0,3
5,2,38,78,0,38,2,1.125,638,0.8235294120000001,0.583333333,1,2,125.8,10,2.6,0
5,6,18,18,0,18,1,0.875,74,0.875,0.666666667,2,3,13.4,1,0.6,0
5,4,11,13,0,11,1,2.0,32,0.875,0.55,2,3,5.4,1,0.8,0
5,8,18,19,0,18,1,0.875,80,0.8888888890000001,0.666666667,2,3,14.6,1,0.6,0
4,4,30,40,2,28,3,1.0,215,0.966666667,0.5555555560000001,3,9,52.25,1,0.5,0
4,5,9,12,0,9,1,1.0,32,0.913043478,0.5555555560000001,2,2,6.5,1,0.5,0
56,1,16,64,0,16,56,0.96969697,202,0.0,0.07424812,0,0,2.5535714290000002,1,0.9821,0
2,3,24,30,0,24,2,2.0,136,0.875,0.625,1,1,67.0,8,4.0,1
5,4,23,46,1,22,3,1.0,313,0.966292135,0.375,2,7,61.2,1,0.6,0
6,6,13,16,0,13,1,0.8,57,0.846153846,0.7333333329999999,2,3,8.166666667000001,1,0.6667,0
2,3,19,21,0,19,2,2.0,90,0.875,0.6,1,1,44.0,8,4.0,0
4,5,13,23,0,13,1,2.0,462,0.88,0.5625,1,4,114.5,1,0.75,0
4,3,9,21,1,8,1,0.333333333,81,0.9411764709999999,0.375,2,5,19.0,1,0.75,1
6,6,13,16,0,13,1,0.8,58,0.84,0.7333333329999999,2,3,8.333333332999999,1,0.6667,0
6,5,24,34,4,20,5,0.8,198,0.931034483,0.7333333329999999,4,10,31.33333333,1,0.6667,0
5,6,12,13,0,12,1,0.875,49,0.88,0.666666667,2,3,8.4,1,0.6,0
6,5,5,10,0,5,2,2.0,31,0.87804878,0.375,3,6,4.166666667,1,0.8333,0
3,2,8,18,1,7,2,1.5,138,0.882352941,0.5555555560000001,1,2,44.66666667,6,2.3333,0
4,5,15,22,4,11,3,1.0,91,0.9642857140000001,0.5555555560000001,4,12,21.25,1,0.5,0
2,3,11,20,0,11,2,2.0,75,0.875,0.625,2,3,36.5,5,2.5,0
4,4,10,12,1,9,3,1.0,42,0.967213115,0.5555555560000001,3,6,9.0,1,0.5,0
3,2,17,22,3,14,2,0.5,137,0.75,0.625,1,1,44.33333333,10,3.3333,0
4,4,11,16,1,10,3,1.0,89,0.977272727,0.5555555560000001,2,8,20.75,1,0.5,0
5,4,14,23,1,13,3,1.0,100,0.947368421,0.583333333,3,7,18.6,2,0.8,0
4,4,25,39,1,24,3,1.0,146,0.977272727,0.5555555560000001,2,8,35.0,1,0.5,1
5,4,32,57,0,32,2,2.0,432,0.7894736840000001,0.4,2,3,85.4,5,2.2,0
2,4,25,24,0,25,2,2.0,130,0.9375,0.625,1,1,63.5,1,0.5,0
2,3,6,6,0,6,2,2.0,18,0.857142857,0.625,1,1,8.0,1,0.5,0
3,3,14,28,0,14,2,1.5,161,0.7777777779999999,0.533333333,1,1,51.0,7,4.3333,2
4,7,9,10,0,9,1,1.0,28,0.92,0.5555555560000001,2,2,5.5,1,0.5,0
39,1,64,173,0,64,31,0.938596491,1301,0.0,0.13289473699999999,0,0,32.28205128,13,2.4872,1
2,3,13,19,0,13,2,2.0,87,0.875,0.625,1,1,42.5,6,3.0,0
6,6,17,19,0,17,1,0.8,83,0.84,0.7333333329999999,2,3,12.5,1,0.6667,0
5,4,8,14,0,8,1,2.0,40,0.875,0.55,2,3,7.0,3,1.2,0
33,1,51,114,3,48,7,0.857142857,791,0.0,0.145833333,0,0,22.75757576,6,1.7576,2
4,5,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
4,5,7,10,1,6,3,1.0,33,0.9642857140000001,0.5555555560000001,4,9,6.75,1,0.5,0
4,2,9,27,1,8,2,0.833333333,253,0.882352941,0.5555555560000001,1,3,61.25,21,5.5,0
2,3,16,18,0,16,2,2.0,72,0.875,0.625,1,1,35.0,4,2.0,1
53,1,11,54,0,11,53,0.9807692309999999,155,0.0,0.09973045800000001,0,0,1.9056603769999998,1,0.9811,0
2,3,7,12,0,7,2,2.0,47,0.875,0.625,1,1,22.5,4,2.0,0
7,1,27,73,0,27,2,1.166666667,1036,0.0,0.321428571,0,0,146.71428569999998,15,6.5714,0
3,1,22,26,0,22,2,0.5,166,0.0,0.6,0,0,54.0,16,5.3333,0
5,4,12,16,0,12,1,1.25,52,0.875,0.55,2,3,9.2,4,1.4,0
5,6,13,14,0,13,1,0.875,43,0.88,0.666666667,2,3,7.2,1,0.6,0
5,5,16,27,4,12,4,1.0,90,0.947368421,0.5,4,14,16.6,1,0.6,0
2,4,27,18,0,27,2,2.0,68,0.9375,0.625,2,2,33.0,1,0.5,0
6,3,18,43,0,18,2,2.0,350,0.583333333,0.428571429,1,1,57.33333333,12,5.6667,1
7,4,28,89,0,28,2,0.966666667,808,0.837837838,0.35714285700000004,1,2,113.7142857,22,5.5714,0
2,3,22,25,0,22,2,2.0,128,0.875,0.6,1,1,63.0,9,4.5,0
2,3,10,16,0,10,2,2.0,59,0.875,0.625,1,1,28.5,3,1.5,0
2,3,13,12,0,13,2,2.0,49,0.857142857,0.625,1,1,23.5,2,1.0,0
3,1,11,27,1,10,1,1.166666667,75,0.0,0.5,0,0,23.0,1,0.3333,0
2,3,12,11,0,12,2,2.0,35,0.857142857,0.625,1,1,16.5,3,1.5,0
5,3,22,25,0,22,5,2.0,81,0.857142857,0.5,0,0,15.2,2,1.0,0
2,3,11,26,0,11,2,2.0,90,0.875,0.625,2,2,43.5,8,4.0,1
2,3,10,11,0,10,2,2.0,41,0.857142857,0.666666667,1,1,19.5,5,2.5,0
340,1,23,341,0,23,340,0.9969321529999999,1137,0.0,0.050811359,0,0,2.270588235,1,0.9971,0
4,4,5,8,0,5,3,1.0,22,0.967213115,0.5555555560000001,3,4,4.0,1,0.5,0
5,6,3,9,1,2,5,1.25,28,0.962962963,0.65,1,1,4.4,1,0.2,0
5,4,12,22,2,10,4,0.875,99,0.951612903,0.583333333,3,6,18.4,1,0.6,0
4,4,11,16,1,10,3,1.0,70,0.977272727,0.5555555560000001,2,6,16.0,1,0.5,0
2,4,13,20,0,13,2,2.0,151,0.9375,0.625,1,1,74.5,1,0.5,1
3,2,4,4,0,4,2,2.0,28,0.92,0.5555555560000001,1,1,8.333333332999999,1,0.6667,0
6,3,10,26,0,10,3,0.675,283,0.818181818,0.36,0,0,44.83333333,6,2.0,0
4,1,3,18,3,0,3,0.333333333,86,0.0,0.45,0,0,20.25,1,0.75,0
2,3,9,17,0,9,2,2.0,65,0.875,0.625,1,1,31.5,7,3.5,0
2,4,27,41,0,27,2,2.0,183,0.9375,0.625,3,3,90.5,1,0.5,0
4,6,9,10,0,9,1,1.0,28,0.916666667,0.5555555560000001,2,2,5.5,1,0.5,0
7,1,29,46,9,20,5,1.0,210,0.0,0.333333333,0,0,28.71428571,8,2.1429,1
5,2,32,65,0,32,2,0.75,390,0.8235294120000001,0.583333333,1,2,76.8,9,2.4,0
2,3,14,16,0,14,2,2.0,61,0.875,0.625,1,1,29.5,3,1.5,0
5,5,21,27,0,21,1,0.875,122,0.875,0.666666667,2,3,23.0,1,0.6,1
2,3,24,20,0,24,2,2.0,167,0.875,0.625,1,1,82.5,4,2.0,0
3,3,10,20,0,10,2,0.5,80,0.947368421,0.666666667,0,0,25.33333333,4,1.3333,0
7,5,10,12,0,10,1,2.0,34,0.7857142859999999,0.380952381,1,2,3.857142857,2,1.0,0
3,2,16,23,0,16,2,2.0,98,0.666666667,0.5,1,1,31.66666667,2,1.0,0
4,5,19,20,1,18,3,1.0,70,0.9642857140000001,0.5555555560000001,4,9,16.0,1,0.5,0
2,3,7,7,0,7,2,2.0,21,0.857142857,0.625,1,1,9.5,1,0.5,0
5,4,22,20,0,22,1,2.0,71,0.875,0.55,2,3,13.2,7,2.0,0
5,7,23,22,0,23,1,0.875,74,0.884615385,0.666666667,2,3,13.4,1,0.6,0
4,4,17,41,1,16,3,1.0,177,0.9649122809999999,0.5555555560000001,3,4,42.75,1,0.5,2
6,4,12,16,0,12,1,1.0,48,0.833333333,0.533333333,2,4,6.666666667,1,0.6667,0
4,7,9,10,0,9,1,1.0,28,0.916666667,0.5555555560000001,2,2,5.5,1,0.5,0
5,4,10,14,1,9,4,1.0,50,0.951612903,0.5,3,6,8.6,1,0.6,0
4,6,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
5,4,11,18,1,10,3,1.0,109,0.966292135,0.4375,2,8,20.4,1,0.6,0
4,4,24,43,1,23,3,1.0,208,0.962962963,0.5555555560000001,3,5,50.5,1,0.5,0
2,3,22,34,0,22,2,2.0,265,0.875,0.625,2,3,131.5,20,10.0,4
5,8,22,26,0,22,1,0.875,90,0.8888888890000001,0.666666667,2,3,16.6,1,0.6,0
4,5,9,12,0,9,1,1.0,32,0.913043478,0.5555555560000001,2,2,6.5,1,0.5,0
6,4,12,15,0,12,1,0.9,45,0.833333333,0.6,2,5,6.166666667,1,0.6667,0
2,3,11,20,0,11,2,2.0,75,0.875,0.625,2,3,36.5,5,2.5,0
4,4,17,20,2,15,3,1.0,65,0.9649122809999999,0.5555555560000001,3,4,14.75,1,0.5,0
4,4,17,25,1,16,3,1.0,120,0.967213115,0.5555555560000001,3,6,28.5,1,0.5,0
2,3,10,20,0,10,2,2.0,81,0.857142857,0.666666667,1,1,39.5,5,2.5,0
3,5,10,8,0,10,1,2.0,30,0.913043478,0.5,1,2,9.0,2,1.0,0
13,1,50,65,14,36,0,0.916666667,1478,0.0,0.384615385,0,0,112.61538459999998,19,8.8462,1
4,5,16,20,1,15,3,1.0,69,0.9642857140000001,0.5555555560000001,4,10,15.75,1,0.5,0
4,4,6,9,0,6,1,2.0,24,0.9032258059999999,0.4375,2,2,5.0,1,0.75,0
5,6,15,15,0,15,1,0.875,53,0.88,0.666666667,2,3,9.2,1,0.6,0
4,4,18,23,1,17,3,1.0,95,0.977272727,0.5555555560000001,2,8,22.25,1,0.5,0
6,4,24,34,2,22,5,0.8,223,0.955555556,0.7333333329999999,2,5,35.83333333,1,0.6667,0
2,3,9,10,0,9,2,2.0,62,0.875,0.625,1,1,30.0,4,2.0,0
4,2,5,5,1,4,2,2.0,23,0.884615385,0.583333333,1,2,4.75,1,0.75,0
19,1,22,89,1,22,3,1.031746032,1034,0.0,0.196969697,0,0,53.05263158,4,2.3158,0
4,4,15,19,1,14,3,1.166666667,73,0.955555556,0.5555555560000001,3,4,16.25,1,0.5,0
3,1,9,21,1,8,1,1.357142857,87,0.0,0.5,0,0,25.66666667,1,0.3333,0
2,3,10,10,0,10,2,2.0,35,0.857142857,0.625,1,1,16.0,2,1.0,0
3,3,21,19,0,21,2,1.0,72,0.875,0.625,1,1,22.66666667,4,1.3333,0
6,6,21,24,0,21,1,0.8,106,0.84,0.7333333329999999,2,3,16.33333333,1,0.6667,0
2,1,4,2,3,1,2,2.0,2,0.0,0.75,0,0,0.0,1,1.0,0
2,3,26,32,0,26,2,2.0,198,0.875,0.625,1,1,98.0,18,9.0,0
2,3,21,14,0,21,2,2.0,52,0.857142857,0.625,1,1,25.0,4,2.0,0
2,2,4,5,0,4,2,2.0,23,0.666666667,0.625,1,1,10.5,1,0.5,0
2,5,9,4,5,4,2,2.0,8,0.954545455,0.666666667,1,1,3.0,1,0.5,0
5,4,8,14,0,8,1,2.0,37,0.875,0.55,2,3,6.4,1,0.8,0
4,5,2,6,0,2,2,1.166666667,17,0.967741935,1.0,4,6,2.75,1,0.5,0
4,7,9,10,0,9,1,1.0,28,0.916666667,0.5555555560000001,2,2,5.5,1,0.5,0
3,3,8,11,0,8,2,0.5,31,0.947368421,0.666666667,0,0,9.0,2,0.6667,0
5,4,14,41,1,13,3,0.833333333,165,0.951612903,0.4375,3,6,31.4,1,0.6,1
5,5,15,16,0,15,1,0.875,60,0.875,0.666666667,2,3,10.6,1,0.6,0
5,1,15,31,3,12,4,0.25,230,0.0,0.41666666700000005,0,0,44.8,8,2.8,0
2,3,7,8,0,7,2,2.0,29,0.875,0.625,1,1,13.5,2,1.0,0
2,3,9,19,0,9,2,2.0,81,0.857142857,0.666666667,1,1,39.5,5,2.5,0
5,5,14,14,0,14,1,0.875,46,0.875,0.666666667,2,3,7.8,1,0.6,0
51,1,126,103,95,31,44,0.92,1485,0.0,0.183157895,0,0,28.05882353,6,1.902,2
2,3,17,14,0,17,2,2.0,98,0.875,0.625,1,1,48.0,6,3.0,0
5,1,15,40,2,13,2,0.25,231,0.0,0.5,0,0,45.0,13,3.8,1
4,4,14,24,1,13,3,1.0,99,0.977272727,0.5555555560000001,3,10,23.25,1,0.5,0
5,4,19,57,0,19,3,1.076086957,1272,0.9090909090000001,0.41666666700000005,0,0,248.8,16,6.0,0
5,5,13,13,0,13,1,0.875,48,0.875,0.666666667,2,3,8.2,1,0.6,0
2,3,6,10,0,6,2,2.0,38,0.875,0.625,1,1,18.0,3,1.5,0
2,3,17,13,0,17,2,2.0,60,0.875,0.625,1,1,29.0,7,3.5,0
2,3,23,30,0,23,2,2.0,169,0.875,0.625,1,1,83.5,11,5.5,0
7,4,35,72,5,30,6,0.75,523,0.901960784,0.7777777779999999,3,4,73.42857143,1,0.7143,0
5,4,14,27,1,13,3,1.125,150,0.947368421,0.583333333,3,8,28.2,2,0.8,0
2,1,5,2,4,1,2,2.0,2,0.0,0.666666667,0,0,0.0,1,1.0,0
5,7,18,17,0,18,1,0.875,59,0.884615385,0.666666667,2,3,10.4,1,0.6,0
4,2,5,5,1,4,3,2.0,23,0.884615385,0.583333333,1,1,4.75,1,0.75,0
2,3,7,8,0,7,2,2.0,35,0.875,0.625,1,1,16.5,3,1.5,0
3,3,17,29,0,17,3,2.0,162,0.7777777779999999,0.444444444,1,1,53.0,14,6.0,0
2,3,6,6,0,6,2,2.0,16,0.857142857,0.625,1,1,7.0,1,0.5,0
4,4,16,24,2,14,3,1.0,102,0.967213115,0.5555555560000001,3,6,24.0,1,0.5,0
3,2,18,31,1,17,1,2.0,161,0.9375,0.47619047600000003,1,3,52.66666667,1,0.6667,1
2,3,9,10,0,9,2,2.0,34,0.857142857,0.666666667,1,1,16.0,3,1.5,0
2,4,34,31,0,34,2,2.0,267,0.9375,0.625,2,2,132.5,1,0.5,0
2,3,5,10,0,5,2,2.0,38,0.857142857,0.666666667,1,1,18.0,3,1.5,0
2,3,9,8,0,9,2,2.0,30,0.857142857,0.625,1,1,14.0,2,1.0,0
2,3,15,16,0,15,2,2.0,61,0.875,0.6,1,1,29.5,5,2.5,0
4,4,3,8,0,3,4,2.0,19,0.7857142859999999,0.75,1,1,3.75,1,0.75,0
2,3,14,22,0,14,2,2.0,92,0.875,0.625,1,1,45.0,8,4.0,0
6,6,19,21,0,19,1,0.8,87,0.84,0.7333333329999999,2,3,13.16666667,1,0.6667,0
2,3,11,13,0,11,2,2.0,57,0.875,0.6,1,1,27.5,4,2.0,0
5,6,14,13,0,14,1,0.875,49,0.88,0.666666667,2,3,8.4,1,0.6,0
2,3,10,20,0,10,2,2.0,81,0.857142857,0.666666667,1,1,39.5,5,2.5,0
4,4,22,41,2,20,3,1.0,180,0.9649122809999999,0.5555555560000001,4,6,43.5,1,0.5,0
3,4,9,5,7,2,2,1.25,14,0.981481481,1.0,3,7,3.0,1,0.3333,0
2,2,8,9,0,8,2,2.0,23,0.8,0.666666667,1,1,10.5,1,0.5,0
4,4,10,12,1,9,3,1.0,49,0.962962963,0.5555555560000001,3,6,10.75,1,0.5,0
5,5,14,14,0,14,1,0.875,46,0.875,0.666666667,2,3,7.8,1,0.6,0
4,5,14,22,0,14,1,2.0,861,0.88,0.5625,1,4,214.25,1,0.75,0
3,2,7,17,0,7,1,2.0,60,0.882352941,0.6,1,2,19.0,5,2.0,0
5,6,17,17,0,17,1,0.875,60,0.875,0.666666667,2,3,10.6,1,0.6,0
5,7,15,15,0,15,1,0.875,53,0.88,0.666666667,2,3,9.2,1,0.6,0
2,3,12,10,0,12,2,2.0,35,0.875,0.625,1,1,16.5,2,1.0,0
8,4,19,34,3,16,2,1.0,266,0.7142857140000001,0.35714285700000004,2,2,32.0,3,1.375,0
5,4,9,11,0,9,1,1.0,33,0.869565217,0.5,2,4,5.2,1,0.6,0
2,3,11,17,0,11,2,2.0,79,0.875,0.625,1,1,38.5,7,3.5,0
88,1,12,91,0,12,88,0.9770114940000001,264,0.0,0.09375,0,0,1.988636364,1,0.9886,0
4,4,12,26,0,12,2,1.333333333,245,0.842105263,0.41666666700000005,2,2,59.25,11,3.25,0
5,5,15,16,0,15,1,0.875,64,0.875,0.666666667,2,3,11.4,1,0.6,0
4,4,18,20,1,17,3,1.0,90,0.977272727,0.5555555560000001,2,8,21.0,1,0.5,0
4,4,14,18,1,13,3,1.111111111,63,0.955555556,0.5555555560000001,3,4,14.0,1,0.5,0
4,5,13,11,0,13,2,2.0,54,0.869565217,0.541666667,3,4,12.5,1,0.75,0
2,3,4,3,1,3,1,2.0,17,0.96,1.0,1,1,7.5,1,0.5,0
5,6,17,17,0,17,1,0.875,56,0.875,0.666666667,2,3,9.8,1,0.6,0
4,5,12,16,2,10,3,1.0,57,0.9642857140000001,0.5555555560000001,4,9,12.75,1,0.5,0
4,5,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
2,3,13,18,0,13,2,2.0,66,0.875,0.6,1,1,32.0,4,2.0,0
5,7,13,14,0,13,1,0.875,43,0.884615385,0.666666667,2,3,7.2,1,0.6,0
2,3,8,8,0,8,2,2.0,30,0.875,0.625,1,1,14.0,2,1.0,0
5,5,13,13,0,13,1,0.875,46,0.875,0.666666667,2,3,7.8,1,0.6,0
5,4,11,20,0,11,1,0.75,133,0.926829268,0.625,1,2,25.4,1,0.6,0
5,7,22,22,0,22,1,0.875,81,0.884615385,0.666666667,2,3,14.8,1,0.6,0
7,3,15,41,4,11,5,0.333333333,214,0.8888888890000001,0.45833333299999995,1,2,29.42857143,2,0.8571,0
4,6,9,10,0,9,1,1.0,28,0.913043478,0.5555555560000001,2,2,5.5,1,0.5,0
2,2,9,9,0,9,2,2.0,30,0.8,0.666666667,1,1,14.0,1,0.5,0
21,3,122,168,100,22,19,0.928947368,2006,0.6779661020000001,0.2625,2,4,93.61904762,35,5.7143,0
4,4,25,47,1,24,3,1.0,210,0.962962963,0.5555555560000001,3,6,51.0,1,0.5,0
5,6,9,11,0,9,1,1.0,33,0.875,0.666666667,2,3,5.2,1,0.6,1
2,4,29,31,0,29,2,2.0,493,0.9375,0.625,1,1,245.5,1,0.5,0
4,5,26,36,1,25,3,1.0,179,0.9642857140000001,0.5555555560000001,4,10,43.25,1,0.5,1
3,3,22,28,0,22,2,2.0,146,0.7777777779999999,0.5,1,1,47.66666667,16,5.6667,0
2,3,8,13,0,8,2,2.0,50,0.875,0.625,1,1,24.0,4,2.0,0
2,2,15,16,0,15,2,2.0,54,0.8,0.666666667,1,1,26.0,1,0.5,0
1,1,3,2,2,1,0,2.0,20,0.0,0.0,0,0,4.0,0,0.0,0
