wmc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,cam,amc,max_cc,avg_cc,bug
3,15,22,3,0,15,3,2.0,61,0.0,0.666666667,19.33333333,4,1.6667,0
2,5,6,1,0,5,1,2.0,25,1.0,0.75,11.0,4,2.0,0
3,2,15,0,2,0,3,0.5,84,1.0,0.5555555560000001,26.0,4,1.3333,0
2,6,2,1,6,0,2,2.0,7,0.0,0.75,0.0,1,1.0,0
17,12,32,118,5,7,12,0.875,159,1.0,0.235294118,8.117647059,3,1.1765,0
3,4,11,3,1,3,2,1.0,157,0.0,0.333333333,49.0,7,3.0,0
9,14,32,34,6,9,3,1.020833333,165,0.666666667,0.26666666699999997,16.66666667,4,1.3333,0
5,9,18,0,1,9,3,0.5,73,1.0,0.583333333,13.2,2,1.0,0
2,18,32,1,0,18,2,1.0,110,0.0,0.666666667,53.5,3,1.5,1
11,28,48,51,5,23,2,0.9,216,1.0,0.363636364,18.45454545,6,1.8182,0
2,9,17,1,0,9,2,2.0,44,0.0,0.666666667,21.0,1,0.5,0
1,7,1,0,5,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,15,2,1,13,2,2,2.0,2,0.0,1.0,0.0,1,1.0,0
3,7,27,1,0,7,2,0.75,165,0.5,0.666666667,53.33333333,5,1.6667,0
13,34,94,76,1,34,1,1.041666667,652,0.5,0.177514793,48.69230769,13,2.9231,0
1,3,1,0,3,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
10,21,26,13,15,7,9,0.703703704,119,0.666666667,0.4,10.6,3,1.4,0
3,3,15,1,0,3,1,1.0,49,0.666666667,0.75,14.33333333,2,0.6667,0
6,6,28,15,1,6,3,1.0,217,1.0,0.444444444,34.66666667,4,1.5,0
9,24,46,30,2,22,2,0.8125,218,0.0,0.333333333,23.0,5,1.6667,0
4,3,8,6,1,2,1,2.0,19,0.0,1.0,3.75,1,0.75,0
20,19,71,46,1,19,18,0.7894736840000001,948,0.5,0.39473684200000003,46.3,11,2.55,0
3,19,47,1,0,19,2,1.125,180,0.25,0.75,57.66666667,9,3.0,0
2,11,18,1,0,11,2,2.0,55,0.0,0.666666667,26.5,2,1.0,0
2,2,5,1,0,2,1,2.0,30,1.0,0.75,13.5,5,2.5,0
7,3,8,3,3,0,7,0.666666667,43,1.0,0.46428571399999996,4.714285714,1,0.8571,0
2,22,30,1,0,22,2,2.0,78,0.0,0.666666667,38.0,3,1.5,0
0,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
3,5,9,3,0,5,1,2.0,24,0.0,1.0,7.0,1,0.6667,0
4,5,17,2,1,4,1,0.933333333,102,0.8,0.833333333,23.25,4,1.5,0
2,1,6,1,0,1,2,2.0,27,1.0,0.833333333,12.0,3,1.5,0
2,15,22,1,0,15,2,2.0,64,0.0,1.0,31.0,4,2.0,0
0,0,0,0,0,0,0,2.0,6,0.0,0.0,0.0,0,0.0,0
6,0,17,15,0,0,5,1.2,96,1.0,0.36111111100000004,14.83333333,7,2.0,0
9,11,57,24,1,10,7,0.929347826,1062,0.47826087,0.25,114.44444440000001,12,2.2222,0
6,25,75,9,1,25,2,0.66,837,0.9,0.30952381,136.83333330000002,31,12.6667,3
2,4,5,1,0,4,1,2.0,18,0.0,0.75,8.0,3,1.5,0
4,4,4,6,4,0,4,2.0,4,0.0,1.0,0.0,1,1.0,0
2,4,7,1,0,4,2,2.0,38,0.0,0.75,18.0,5,2.5,0
0,0,0,0,0,0,0,2.0,8,0.0,0.0,0.0,0,0.0,0
2,11,24,1,0,11,2,1.0,216,0.0,1.0,105.5,15,7.5,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
4,8,20,2,1,7,3,0.916666667,79,0.75,0.444444444,17.75,3,1.0,0
13,9,14,56,0,9,13,0.833333333,68,1.0,0.273504274,3.923076923,1,0.9231,0
5,7,15,0,7,0,5,0.0,64,1.0,0.6,11.6,4,1.0,0
7,9,31,13,2,8,2,0.966666667,212,0.6,0.27777777800000003,28.57142857,15,2.7143,0
2,4,5,1,0,4,2,2.0,15,0.0,0.666666667,6.5,1,0.5,0
2,10,13,1,0,10,2,2.0,48,1.0,0.666666667,22.5,2,1.0,0
3,10,15,3,0,10,3,2.0,61,0.0,0.46666666700000003,19.33333333,3,1.3333,0
9,4,12,36,1,3,6,2.0,30,0.0,0.288888889,2.333333333,1,0.8889,0
2,9,17,1,0,9,2,2.0,47,0.0,0.666666667,22.5,1,0.5,0
2,6,10,1,0,6,2,2.0,43,0.0,0.666666667,20.5,2,1.0,0
3,1,4,3,0,1,1,2.0,10,0.0,1.0,2.333333333,1,0.6667,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
7,9,29,5,0,9,6,0.805555556,168,0.833333333,0.36666666700000006,22.14285714,4,2.0,0
2,4,6,1,0,4,1,2.0,25,1.0,0.75,11.0,4,2.0,0
10,33,95,33,2,31,7,0.8666666670000001,469,0.4,0.27777777800000003,45.4,9,2.4,0
15,36,93,79,0,36,2,0.918367347,1045,0.642857143,0.206060606,67.73333333,28,5.7333,0
2,4,4,1,0,4,2,2.0,9,0.0,0.666666667,3.5,1,0.5,0
3,7,21,1,0,7,1,1.0,74,0.666666667,0.75,22.66666667,6,2.0,0
3,7,22,1,0,7,1,1.0,75,0.666666667,0.75,23.0,6,2.0,0
3,5,12,1,0,5,2,0.5,58,1.0,0.666666667,18.0,2,0.6667,0
1,11,1,0,9,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
10,18,86,9,2,18,3,0.9,517,0.9,0.333333333,49.7,7,2.5,0
2,3,12,1,1,2,1,2.0,48,0.0,1.0,23.0,1,0.5,0
8,7,27,20,3,6,2,0.7857142859999999,124,1.0,0.5,14.25,1,0.75,0
2,4,5,1,0,4,1,2.0,24,1.0,0.75,10.5,4,2.0,0
0,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
3,11,22,0,1,10,2,0.75,113,0.5,0.75,35.33333333,4,1.3333,0
2,19,37,1,0,19,2,2.0,106,0.0,0.75,52.0,3,1.5,0
10,24,45,29,2,22,3,0.814814815,210,0.666666667,0.26984127,19.4,4,1.6,0
4,2,7,6,1,1,4,1.333333333,22,1.0,0.625,4.25,1,0.25,0
2,0,5,1,0,0,2,2.0,57,0.0,0.75,27.5,9,4.5,0
2,15,30,1,0,15,2,1.0,101,0.0,0.75,49.0,5,2.5,0
7,1,8,3,0,1,7,0.666666667,43,1.0,0.7142857140000001,4.714285714,1,0.8571,0
6,6,47,3,1,5,5,0.7,533,0.5,0.36666666700000006,87.5,22,5.6667,0
3,4,11,3,1,3,2,1.0,52,0.0,0.333333333,15.66666667,2,1.3333,0
2,4,6,1,0,4,2,2.0,13,0.0,1.0,5.5,1,0.5,0
9,33,24,30,32,1,8,0.875,220,0.0,0.34920634899999997,23.11111111,3,2.0,0
3,10,20,1,0,10,1,1.25,102,0.833333333,0.75,31.0,7,2.3333,0
0,0,0,0,0,0,0,2.0,12,0.0,0.0,0.0,0,0.0,0
11,2,12,45,1,1,11,0.9,54,1.0,0.484848485,3.454545455,1,0.9091,1
2,4,5,1,0,4,1,2.0,15,0.0,0.75,6.5,1,0.5,1
2,1,3,1,0,1,1,2.0,18,1.0,0.75,7.5,2,1.0,0
2,12,20,1,0,12,2,1.0,63,0.0,0.75,30.0,3,1.5,0
3,7,21,1,0,7,1,1.0,74,0.666666667,0.75,22.66666667,6,2.0,0
8,21,60,28,0,21,4,1.142857143,315,0.0,0.375,37.375,5,2.625,0
5,4,5,10,3,1,5,1.25,9,0.0,0.4,0.0,1,1.0,0
16,11,16,120,10,1,16,2.0,16,0.0,0.375,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
2,6,8,1,0,6,1,2.0,29,1.0,0.75,13.0,4,2.0,0
2,5,2,1,5,0,2,2.0,2,0.0,1.0,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
4,4,8,6,1,3,1,2.0,25,0.0,0.625,5.25,2,1.0,0
2,18,25,1,0,18,2,2.0,104,1.0,0.75,50.5,7,3.5,1
5,12,51,6,0,12,3,0.9,266,0.8,0.5,51.2,16,4.2,3
2,6,6,1,0,6,2,2.0,19,0.0,0.666666667,8.5,2,1.0,0
3,4,11,3,1,3,2,1.0,52,0.0,0.333333333,15.66666667,2,1.3333,0
4,5,9,4,1,5,3,1.0,33,0.5,0.583333333,6.75,1,0.75,0
15,16,36,63,4,12,15,0.8482142859999999,210,0.875,0.29333333300000003,12.46666667,6,1.2667,0
2,11,24,1,0,11,2,1.5,85,0.0,0.666666667,40.5,6,3.0,0
2,1,4,1,0,1,1,2.0,9,0.0,0.75,3.5,1,0.5,0
2,1,4,1,0,1,1,2.0,11,1.0,0.75,4.0,1,0.5,0
4,6,14,6,0,6,4,2.0,34,0.0,0.4375,7.5,2,1.0,0
7,16,35,19,3,13,5,0.916666667,100,0.5,0.41666666700000005,13.0,2,1.0,0
4,12,22,2,1,11,3,0.8,130,0.6,0.5555555560000001,30.25,5,1.5,0
4,13,20,4,0,13,3,1.0,94,0.0,0.45,22.0,3,1.5,0
8,9,30,2,0,9,7,0.8214285709999999,214,0.875,0.37142857100000004,24.75,5,2.375,0
0,0,0,0,0,0,0,2.0,11,0.0,0.0,0.0,0,0.0,1
2,4,13,1,0,4,1,2.0,68,1.0,0.75,32.5,7,3.5,0
4,8,25,4,0,8,3,0.833333333,110,1.0,0.5,26.0,6,2.75,0
11,47,11,55,47,0,11,1.1,12,0.0,0.484848485,0.0,1,1.0,0
6,30,84,7,0,30,2,0.8,741,1.0,0.316666667,121.66666670000001,23,7.0,0
10,12,34,31,6,6,9,0.920634921,225,0.428571429,0.311111111,20.8,6,1.9,0
4,4,8,6,0,4,1,1.333333333,26,0.0,0.666666667,5.25,1,0.75,0
11,25,48,51,3,23,7,0.9833333329999999,167,0.5,0.242857143,13.63636364,2,1.0909,1
11,3,18,29,3,0,11,0.666666667,136,1.0,0.477272727,11.09090909,5,1.0,0
2,4,6,0,1,3,2,1.0,27,1.0,0.583333333,11.5,1,0.5,0
16,31,50,118,14,19,8,1.013333333,197,0.2,0.233333333,11.0,3,1.0625,0
1,4,1,0,3,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,3,14,1,0,3,1,2.0,83,1.0,0.75,40.0,5,2.5,0
4,4,9,6,1,3,1,2.0,44,0.0,0.625,10.0,3,1.25,0
2,6,9,1,0,6,1,2.0,31,1.0,0.75,14.0,5,2.5,0
14,48,24,53,42,6,11,0.615384615,170,1.0,0.321428571,10.92857143,5,2.0,0
7,23,69,0,1,22,1,0.41666666700000005,400,1.0,0.571428571,55.85714286,1,0.8571,0
2,14,12,1,0,14,2,2.0,59,1.0,0.75,27.5,2,1.0,0
2,12,17,1,0,12,2,2.0,44,1.0,0.666666667,20.5,2,1.0,0
6,1,16,15,1,0,5,2.0,129,0.0,0.5,20.5,4,1.6667,0
2,8,11,1,0,8,2,2.0,25,0.0,0.666666667,11.5,1,0.5,0
3,9,22,3,0,9,3,1.0,76,0.0,0.7777777779999999,24.0,2,1.0,0
2,1,4,1,0,1,1,2.0,11,1.0,0.75,4.0,1,0.5,0
5,87,17,8,86,1,3,0.875,62,0.5,0.41666666700000005,11.0,2,0.8,0
2,14,20,1,0,14,2,1.5,97,0.5,0.666666667,46.5,9,4.5,0
3,14,28,3,0,14,3,1.0,121,0.0,0.7777777779999999,38.33333333,6,2.3333,1
4,4,8,6,1,3,1,2.0,25,0.0,0.625,5.25,2,1.0,0
23,9,23,253,6,3,23,1.045454545,33,0.0,0.21256038600000002,0.0,1,1.0,1
1,33,1,0,31,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
12,13,48,66,1,12,9,2.0,275,0.0,0.333333333,21.91666667,6,2.5,0
5,21,51,4,1,21,2,0.875,530,0.875,0.333333333,103.4,32,8.6,1
0,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
4,22,45,4,0,22,2,1.083333333,132,0.75,0.5555555560000001,31.0,7,2.25,0
4,2,19,4,0,2,2,1.083333333,74,0.75,0.7777777779999999,16.5,5,1.5,0
2,11,18,0,2,9,2,0.5,78,0.5,0.75,37.0,3,1.5,0
8,14,30,22,5,9,5,1.0,123,0.25,0.375,13.875,2,1.25,1
3,9,22,3,0,9,3,1.0,76,0.0,0.7777777779999999,24.0,2,1.0,0
2,6,9,1,0,6,2,2.0,19,0.0,0.666666667,8.5,1,0.5,0
2,4,11,1,1,3,2,2.0,59,0.0,0.75,28.5,5,2.5,0
6,13,23,13,4,9,5,0.8,82,1.0,0.375,12.5,3,1.3333,0
7,14,32,21,2,14,7,1.083333333,181,0.5,0.39285714299999996,24.57142857,4,1.7143,0
12,12,49,34,2,10,10,0.7792207790000001,404,0.857142857,0.297619048,32.08333333,5,1.6667,0
15,23,48,85,5,19,6,0.968253968,192,0.666666667,0.1875,11.2,4,1.0667,0
3,9,19,3,0,9,2,2.0,57,0.0,0.5,18.0,3,1.3333,0
2,5,18,1,0,5,1,2.0,130,0.0,0.666666667,64.0,8,4.0,0
3,7,11,3,0,7,2,1.5,50,1.0,0.5555555560000001,15.33333333,4,1.6667,0
5,9,18,10,1,9,2,1.25,113,0.0,1.0,21.4,1,0.8,0
2,11,23,1,0,11,2,2.0,66,0.0,0.666666667,32.0,3,1.5,0
0,0,0,0,0,0,0,2.0,16,0.0,0.0,0.0,0,0.0,0
0,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
83,96,233,3139,36,70,56,0.961732548,1876,0.379310345,0.107926829,21.25301205,12,1.6988,0
9,8,29,8,0,8,6,0.8125,185,0.833333333,0.325,18.88888889,5,1.8889,0
11,28,19,45,22,6,11,0.7666666670000001,91,1.0,0.233766234,7.0,4,1.1818,0
2,11,25,1,0,11,2,2.0,89,1.0,0.666666667,43.0,3,1.5,0
3,29,51,1,1,28,2,0.875,179,0.5,0.666666667,57.33333333,4,1.3333,0
0,0,0,0,0,0,0,2.0,23,0.0,0.0,0.0,0,0.0,0
6,12,15,15,3,10,2,1.2,51,0.0,0.38888888899999996,7.333333333,1,0.8333,0
2,9,17,1,0,9,2,2.0,44,0.0,0.666666667,21.0,1,0.5,0
5,5,10,10,1,4,1,2.0,31,0.0,0.533333333,5.2,2,1.0,0
4,9,15,6,1,8,1,2.0,32,0.0,0.583333333,7.0,2,1.0,0
5,1,10,10,0,1,5,2.0,29,0.0,0.7,4.8,0,0.0,0
26,4,28,281,0,4,26,0.895,143,1.0,0.2,4.192307692,1,0.9615,0
5,9,5,10,7,2,5,2.0,5,0.0,0.5,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
8,12,39,26,2,11,3,0.7142857140000001,184,1.0,0.34375,21.875,4,1.5,1
3,4,3,3,3,1,3,2.0,3,0.0,0.666666667,0.0,1,1.0,0
5,35,32,2,12,24,3,0.5,293,1.0,0.5,57.2,2,0.8,0
3,4,7,3,1,3,1,2.0,22,0.0,1.0,6.333333333,1,0.6667,0
5,11,25,10,1,10,2,1.125,119,0.0,0.55,22.4,7,2.0,0
3,16,40,0,1,15,1,0.666666667,189,0.333333333,0.7,61.0,11,3.6667,0
2,2,5,1,0,2,1,2.0,30,1.0,0.75,13.5,5,2.5,0
2,4,6,1,0,4,1,2.0,25,1.0,0.75,11.0,4,2.0,0
6,19,34,13,2,17,4,0.933333333,125,0.333333333,0.45,19.33333333,2,1.0,0
13,9,34,78,0,9,12,2.0,105,0.0,0.549450549,7.076923077000001,1,0.9231,0
2,7,14,1,0,7,1,2.0,38,1.0,0.75,17.5,2,1.0,0
2,1,3,1,0,1,1,2.0,18,1.0,0.75,7.5,2,1.0,0
6,16,32,13,5,15,2,1.0,158,0.6,0.5,24.5,4,1.3333,0
75,98,244,2113,43,62,56,0.9334334329999999,1967,0.37037037,0.090540541,24.86666667,10,1.9867,2
6,5,7,5,5,1,6,0.8,44,1.0,0.375,5.5,1,0.8333,0
2,1,4,1,0,1,1,2.0,11,1.0,0.75,4.0,1,0.5,0
1,3,1,0,3,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,26,57,1,0,26,2,0.833333333,230,0.333333333,0.75,74.66666667,9,3.0,0
2,6,9,1,0,6,1,2.0,31,1.0,0.75,14.0,5,2.5,0
5,17,41,8,0,17,3,1.0,120,0.666666667,0.4375,22.4,2,1.0,0
23,47,128,233,18,40,6,0.963068182,1089,0.5625,0.144927536,45.65217391,16,2.1304,0
7,1,8,15,1,0,7,0.833333333,34,1.0,0.7142857140000001,3.428571429,1,0.8571,0
27,13,30,325,3,10,27,0.961538462,140,1.0,0.113960114,3.7037037039999996,1,0.963,0
3,13,28,3,1,12,2,2.0,89,0.0,0.41666666700000005,28.66666667,4,2.3333,0
7,15,47,15,2,14,1,0.833333333,200,1.0,0.5,27.28571429,2,1.0,1
0,0,0,0,0,0,0,2.0,54,0.0,0.0,0.0,0,0.0,0
2,14,12,1,0,14,2,2.0,59,1.0,0.75,27.5,2,1.0,0
3,26,4,1,23,3,3,0.5,14,1.0,0.666666667,3.333333333,1,0.6667,0
2,4,6,1,0,4,1,2.0,25,1.0,0.75,11.0,4,2.0,0
5,16,38,0,1,15,2,0.0,303,1.0,0.6,59.4,1,0.8,0
7,4,15,1,1,3,6,0.166666667,42,1.0,0.380952381,4.8571428569999995,1,0.8571,0
4,12,24,6,0,12,3,1.333333333,95,1.0,0.45833333299999995,22.5,5,2.75,0
11,6,13,43,0,6,11,0.8,55,1.0,0.25,3.8181818180000002,2,1.0,0
2,12,17,1,2,10,2,1.375,115,0.5,0.75,52.5,4,2.0,0
2,2,13,1,2,0,1,2.0,90,0.0,0.5,44.0,15,7.5,0
1,3,1,0,2,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,9,17,1,0,9,1,2.0,64,1.0,0.75,30.0,7,3.5,0
2,4,5,1,0,4,1,2.0,24,1.0,0.75,10.5,4,2.0,0
18,31,74,23,11,23,16,0.973529412,735,0.35,0.128342246,38.72222222,14,3.7778,0
1,16,1,0,15,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
14,6,39,61,1,5,13,0.89010989,208,0.857142857,0.384615385,13.35714286,3,1.1429,0
11,14,51,21,0,14,10,0.877777778,310,0.8888888890000001,0.32,26.36363636,13,2.4545,0
8,6,17,10,1,5,7,0.7142857140000001,120,0.666666667,0.35,13.625,3,1.625,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
2,1,4,1,0,1,1,2.0,8,0.0,0.5,3.0,1,0.5,0
2,2,4,1,0,2,2,2.0,10,0.0,0.666666667,4.0,1,0.5,0
3,8,14,1,0,8,2,0.5,64,1.0,0.666666667,20.0,4,1.3333,0
5,13,33,10,2,11,3,1.0,164,0.0,0.45,31.4,5,1.8,0
3,15,29,3,0,15,3,1.0,151,0.0,0.7777777779999999,48.0,8,3.0,1
2,4,5,1,0,4,1,2.0,23,1.0,0.75,10.0,3,1.5,0
12,7,18,56,7,0,12,0.545454545,146,1.0,0.47916666700000005,10.91666667,5,1.0,0
2,12,20,1,0,12,2,2.0,72,0.0,0.666666667,35.0,6,3.0,0
4,4,13,0,1,3,4,0.0,45,1.0,0.5,10.0,2,1.0,0
2,3,5,1,0,3,1,2.0,15,0.0,0.75,6.5,2,1.0,0
4,6,22,4,3,3,1,1.19047619,117,0.857142857,0.666666667,26.5,8,2.25,0
1,2,1,0,2,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,3,12,1,0,3,1,2.0,105,0.0,0.666666667,51.5,9,4.5,0
3,9,19,3,0,9,2,2.0,57,0.0,0.5,18.0,3,1.3333,0
2,13,18,0,1,12,2,0.5,64,0.5,0.75,30.0,2,1.0,0
7,2,33,1,2,1,4,0.6,210,1.0,0.342857143,28.28571429,8,2.8571,0
2,2,7,1,0,2,1,2.0,22,1.0,0.75,9.5,1,0.5,0
2,5,11,1,0,5,2,2.0,28,0.0,0.666666667,13.0,1,0.5,0
2,7,14,1,0,7,1,2.0,74,1.0,0.75,35.5,7,3.5,0
2,4,5,1,0,4,1,2.0,24,1.0,0.75,10.5,4,2.0,0
2,3,6,1,0,3,1,2.0,26,1.0,0.75,11.5,4,2.0,0
6,8,28,0,1,7,1,0.5,104,0.5,0.24,16.0,3,1.3333,0
1,8,1,0,6,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,4,4,3,1,3,1,2.0,10,0.0,0.533333333,2.333333333,1,0.6667,0
3,5,16,1,0,5,1,1.0,78,0.666666667,0.75,24.0,5,1.6667,0
2,23,34,1,0,23,2,2.0,123,0.0,0.666666667,60.5,6,3.0,0
2,2,3,1,1,1,1,2.0,7,0.0,1.0,2.5,1,0.5,0
6,3,9,0,2,1,5,0.6,39,0.333333333,1.0,5.0,1,0.6667,0
2,7,11,1,2,5,2,2.0,65,0.0,0.75,31.5,3,1.5,0
6,22,32,15,8,15,2,1.2,98,0.0,0.444444444,15.16666667,4,1.3333,0
2,17,29,1,0,17,2,2.0,94,0.0,0.666666667,46.0,2,1.0,0
1,6,1,0,6,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
3,4,11,3,1,3,2,1.0,178,0.0,0.333333333,55.66666667,8,3.3333,0
2,1,9,0,1,0,2,1.5,81,0.5,0.666666667,37.5,9,4.5,0
2,1,3,1,0,1,2,2.0,7,0.0,0.75,2.5,1,0.5,0
0,2,0,0,2,0,0,2.0,13,0.0,0.0,0.0,0,0.0,0
5,2,8,6,1,1,5,0.75,27,1.0,0.7,4.0,1,0.8,0
3,10,15,3,0,10,2,2.0,41,0.0,0.666666667,12.66666667,2,1.0,1
2,5,7,1,1,4,1,2.0,26,0.0,0.666666667,12.0,3,1.5,0
10,221,10,45,211,10,10,2.0,10,0.0,1.0,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,10,0.0,0.0,0.0,0,0.0,1
2,4,6,1,0,4,1,2.0,25,1.0,0.75,11.0,4,2.0,0
5,16,38,0,1,15,2,0.0,250,1.0,0.6,48.8,1,0.8,0
5,16,45,10,1,15,3,2.0,167,0.0,0.28571428600000004,32.4,5,2.4,0
10,14,49,5,8,12,3,0.839506173,297,0.8888888890000001,0.325,27.8,4,1.5,1
3,1,4,3,0,1,1,2.0,10,0.0,1.0,2.333333333,1,0.6667,0
3,11,21,0,8,3,3,0.5,84,0.5,0.5555555560000001,26.33333333,3,1.3333,0
2,52,2,1,50,2,2,2.0,2,0.0,0.75,0.0,1,1.0,0
2,21,2,1,20,1,2,2.0,2,0.0,0.833333333,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,2,0.0,0.0,0.0,0,0.0,0
7,50,7,21,42,8,7,2.0,7,0.0,0.446428571,0.0,1,1.0,0
6,20,9,5,14,6,6,0.8,46,1.0,0.333333333,5.833333333,1,0.8333,0
2,4,13,1,0,4,1,2.0,65,1.0,0.75,31.0,6,3.0,1
2,1,6,1,0,1,2,2.0,27,1.0,0.833333333,12.0,3,1.5,0
2,6,13,1,0,6,1,2.0,44,1.0,0.75,20.5,4,2.0,1
7,10,25,21,1,9,3,1.166666667,112,0.0,0.571428571,14.14285714,3,1.2857,0
2,5,2,1,4,1,2,2.0,2,0.0,0.75,0.0,1,1.0,0
3,4,6,3,0,4,2,1.5,28,1.0,0.5555555560000001,8.0,3,1.3333,0
5,9,21,10,4,8,1,2.0,75,0.0,0.533333333,14.0,1,0.8,1
6,5,6,15,5,0,6,2.0,6,0.0,1.0,0.0,1,1.0,0
13,9,13,78,7,2,13,2.0,13,0.0,1.0,0.0,1,1.0,0
13,123,13,78,116,9,13,2.0,13,0.0,1.0,0.0,1,1.0,0
2,12,23,1,0,12,2,2.0,122,0.0,0.666666667,60.0,8,4.0,0
3,3,4,0,3,0,3,0.5,20,1.0,0.666666667,5.0,1,0.6667,0
3,14,18,3,4,10,3,1.0,77,0.0,0.7777777779999999,24.33333333,6,2.3333,0
0,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
4,21,45,4,0,21,2,1.0,278,0.666666667,0.5555555560000001,67.75,15,4.0,0
8,8,30,0,4,6,2,0.825396825,187,0.5555555560000001,0.428571429,21.25,1,0.75,0
0,1,0,0,1,0,0,2.0,0,0.0,0.0,0.0,0,0.0,0
3,6,18,1,2,4,1,1.0,86,0.666666667,0.75,26.66666667,6,2.0,0
0,0,0,0,0,0,0,2.0,5,0.0,0.0,0.0,0,0.0,0
3,5,22,1,5,0,3,1.0,92,1.0,0.666666667,29.0,5,2.6667,1
2,2,7,1,0,2,1,2.0,23,1.0,0.75,10.0,1,0.5,0
2,4,5,1,0,4,1,2.0,18,0.0,0.75,8.0,3,1.5,0
1,0,5,0,0,0,0,2.0,166,0.0,0.0,127.0,0,0.0,0
5,6,5,10,4,2,5,2.0,5,0.0,0.6,0.0,1,1.0,0
0,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
8,4,16,28,3,1,8,1.142857143,53,1.0,0.7,5.5,0,0.0,0
13,34,71,74,1,34,8,0.989583333,441,0.375,0.256410256,32.30769231,11,2.5385,0
2,9,17,1,0,9,2,2.0,45,0.0,0.666666667,21.5,3,1.5,0
3,22,21,0,9,13,3,0.5,75,0.5,0.5555555560000001,23.33333333,2,1.0,0
7,17,7,21,13,4,7,1.166666667,9,0.0,0.857142857,0.0,1,1.0,0
2,9,17,1,0,9,2,2.0,45,0.0,0.666666667,21.5,3,1.5,0
4,2,4,6,1,1,4,2.0,4,0.0,0.4375,0.0,1,1.0,0
3,4,11,3,1,3,2,1.0,115,0.0,0.333333333,35.66666667,5,2.3333,0
7,5,19,1,0,5,7,0.638888889,119,1.0,0.214285714,15.14285714,2,1.0,0
9,45,9,36,41,4,9,2.0,9,0.0,0.333333333,0.0,1,1.0,0
2,7,8,1,2,5,1,2.0,31,0.0,0.75,14.5,4,2.0,0
9,13,36,26,1,12,9,0.625,210,1.0,0.351851852,22.0,3,1.3333,0
7,19,25,21,10,10,2,1.0,106,1.0,1.0,13.85714286,1,0.8571,0
10,3,11,33,0,3,10,0.7777777779999999,47,1.0,0.375,3.5,1,0.9,0
4,6,13,6,0,6,2,2.0,40,0.0,0.625,9.0,1,0.75,0
13,19,70,38,0,19,7,0.875,588,0.875,0.27777777800000003,43.61538462,20,3.1538,0
2,13,23,1,0,13,2,1.5,82,0.0,0.666666667,39.0,3,1.5,0
4,15,6,4,15,0,1,0.333333333,27,1.0,0.333333333,5.5,1,0.5,0
4,11,18,6,1,10,1,2.0,49,0.0,0.583333333,11.25,1,0.75,0
4,4,8,6,1,3,1,2.0,25,0.0,0.625,5.25,2,1.0,0
4,14,29,6,1,13,2,2.0,93,0.0,0.4375,22.25,4,1.5,0
2,5,10,1,0,5,1,2.0,41,1.0,0.75,19.0,5,2.5,0
15,1,19,87,0,1,15,0.892857143,72,1.0,0.444444444,3.5333333330000003,1,0.9333,0
2,7,2,1,3,4,2,2.0,2,0.0,1.0,0.0,1,1.0,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
27,36,131,185,6,31,18,0.84965035,1140,0.636363636,0.17692307699999998,40.81481481,25,2.8148,1
4,5,31,4,0,5,3,0.833333333,153,0.5,0.5555555560000001,36.75,12,3.25,0
5,10,32,0,0,10,4,0.833333333,152,0.666666667,0.583333333,28.2,6,1.6,0
3,18,23,1,1,17,1,0.875,296,0.75,0.75,96.33333333,15,5.0,0
4,4,4,6,4,0,4,2.0,4,0.0,0.75,0.0,1,1.0,0
2,5,8,1,0,5,1,2.0,19,0.0,0.5,8.5,1,0.5,0
